fold,seed,detector,alpha,method,order,coverage,nominal,cov_gap,tpr,tnr,bal_acc,det_time,n_detected
2,0,hand:cum_dpos,0.1,split CP (SAFE),exch,0.8666666666666667,0.9,-0.033333333333333326,0.22950819672131148,0.8666666666666667,0.5480874316939891,0.40142857142857136,14
2,0,hand:cum_dpos,0.1,ACI g=0.05 (grow cal),exch,0.8666666666666667,0.9,-0.033333333333333326,0.22950819672131148,0.8666666666666667,0.5480874316939891,0.4042857142857143,14
2,0,hand:cum_dpos,0.1,split CP (SAFE),blocked,0.9456521739130435,0.9,0.04565217391304344,0.09821428571428571,0.9456521739130435,0.5219332298136646,0.5727272727272728,11
2,0,hand:cum_dpos,0.1,ACI g=0.05 (grow cal),blocked,0.9130434782608696,0.9,0.013043478260869601,0.13392857142857142,0.9130434782608696,0.5234860248447205,0.20266666666666663,15
2,0,hand:cum_dpos,0.15,split CP (SAFE),exch,0.9333333333333333,0.85,0.08333333333333337,0.2786885245901639,0.9333333333333333,0.6060109289617486,0.40823529411764703,17
2,0,hand:cum_dpos,0.15,ACI g=0.05 (grow cal),exch,0.8666666666666667,0.85,0.01666666666666672,0.2786885245901639,0.8666666666666667,0.5726775956284154,0.3776470588235294,17
2,0,hand:cum_dpos,0.15,split CP (SAFE),blocked,0.9456521739130435,0.85,0.09565217391304348,0.08928571428571429,0.9456521739130435,0.5174689440993788,0.4659999999999999,10
2,0,hand:cum_dpos,0.15,ACI g=0.05 (grow cal),blocked,0.8586956521739131,0.85,0.008695652173913104,0.21428571428571427,0.8586956521739131,0.5364906832298136,0.2575,24
2,0,hand:cum_dpos,0.2,split CP (SAFE),exch,0.8666666666666667,0.8,0.06666666666666665,0.29508196721311475,0.8666666666666667,0.5808743169398907,0.35777777777777786,18
2,0,hand:cum_dpos,0.2,ACI g=0.05 (grow cal),exch,0.8666666666666667,0.8,0.06666666666666665,0.36065573770491804,0.8666666666666667,0.6136612021857923,0.32545454545454544,22
2,0,hand:cum_dpos,0.2,split CP (SAFE),blocked,0.9456521739130435,0.8,0.14565217391304341,0.09821428571428571,0.9456521739130435,0.5219332298136646,0.46727272727272723,11
2,0,hand:cum_dpos,0.2,ACI g=0.05 (grow cal),blocked,0.8043478260869565,0.8,0.004347826086956497,0.25,0.8043478260869565,0.5271739130434783,0.22857142857142856,28
2,0,hand:cum_dpos,0.25,split CP (SAFE),exch,0.8666666666666667,0.75,0.1166666666666667,0.29508196721311475,0.8666666666666667,0.5808743169398907,0.35777777777777786,18
2,0,hand:cum_dpos,0.25,ACI g=0.05 (grow cal),exch,0.8,0.75,0.050000000000000044,0.3770491803278688,0.8,0.5885245901639344,0.3113043478260869,23
2,0,hand:cum_dpos,0.25,split CP (SAFE),blocked,0.9456521739130435,0.75,0.19565217391304346,0.11607142857142858,0.9456521739130435,0.530861801242236,0.5276923076923077,13
2,0,hand:cum_dpos,0.25,ACI g=0.05 (grow cal),blocked,0.7717391304347826,0.75,0.021739130434782594,0.30357142857142855,0.7717391304347826,0.5376552795031055,0.20529411764705882,34
2,0,hand:cum_dpos [task-rel],0.1,split CP (SAFE),exch,0.7333333333333334,0.9,-0.16666666666666663,0.29508196721311475,0.7333333333333334,0.514207650273224,0.11333333333333334,18
2,0,hand:cum_dpos [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.8,0.9,-0.09999999999999998,0.09836065573770492,0.8,0.4491803278688525,0.25,6
2,0,hand:cum_dpos [task-rel],0.1,split CP (SAFE),blocked,0.5108695652173914,0.9,-0.38913043478260867,0.48214285714285715,0.5108695652173914,0.4965062111801243,0.1207407407407407,54
2,0,hand:cum_dpos [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.8804347826086957,0.9,-0.019565217391304346,0.11607142857142858,0.8804347826086957,0.49825310559006214,0.07230769230769231,13
2,0,hand:cum_dpos [task-rel],0.15,split CP (SAFE),exch,0.6666666666666667,0.85,-0.18333333333333324,0.4098360655737705,0.6666666666666667,0.5382513661202186,0.26080000000000003,25
2,0,hand:cum_dpos [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.85,-0.11666666666666659,0.22950819672131148,0.7333333333333334,0.48142076502732245,0.2842857142857143,14
2,0,hand:cum_dpos [task-rel],0.15,split CP (SAFE),blocked,0.5217391304347826,0.85,-0.3282608695652174,0.5535714285714286,0.5217391304347826,0.5376552795031055,0.1774193548387097,62
2,0,hand:cum_dpos [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8369565217391304,0.85,-0.013043478260869601,0.22321428571428573,0.8369565217391304,0.5300854037267081,0.2944,25
2,0,hand:cum_dpos [task-rel],0.2,split CP (SAFE),exch,0.6666666666666667,0.8,-0.1333333333333333,0.47540983606557374,0.6666666666666667,0.5710382513661203,0.25103448275862067,29
2,0,hand:cum_dpos [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.8,-0.06666666666666665,0.4098360655737705,0.7333333333333334,0.571584699453552,0.26,25
2,0,hand:cum_dpos [task-rel],0.2,split CP (SAFE),blocked,0.42391304347826086,0.8,-0.3760869565217392,0.5803571428571429,0.42391304347826086,0.5021350931677019,0.176,65
2,0,hand:cum_dpos [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.782608695652174,0.8,-0.017391304347826098,0.24107142857142858,0.782608695652174,0.5118400621118012,0.2925925925925925,27
2,0,hand:cum_dpos [task-rel],0.25,split CP (SAFE),exch,0.6666666666666667,0.75,-0.08333333333333326,0.45901639344262296,0.6666666666666667,0.5628415300546449,0.2564285714285714,28
2,0,hand:cum_dpos [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.6666666666666667,0.75,-0.08333333333333326,0.39344262295081966,0.6666666666666667,0.5300546448087432,0.24583333333333335,24
2,0,hand:cum_dpos [task-rel],0.25,split CP (SAFE),blocked,0.42391304347826086,0.75,-0.32608695652173914,0.5803571428571429,0.42391304347826086,0.5021350931677019,0.1766153846153846,65
2,0,hand:cum_dpos [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.7282608695652174,0.75,-0.021739130434782594,0.26785714285714285,0.7282608695652174,0.49805900621118016,0.3,30
2,0,hand:cum_drot,0.1,split CP (SAFE),exch,0.8666666666666667,0.9,-0.033333333333333326,0.04918032786885246,0.8666666666666667,0.4579234972677596,0.16,3
2,0,hand:cum_drot,0.1,ACI g=0.05 (grow cal),exch,0.8666666666666667,0.9,-0.033333333333333326,0.03278688524590164,0.8666666666666667,0.4497267759562842,0.17,2
2,0,hand:cum_drot,0.1,split CP (SAFE),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.08928571428571429,0.9021739130434783,0.4957298136645963,0.05600000000000001,10
2,0,hand:cum_drot,0.1,ACI g=0.05 (grow cal),blocked,0.9565217391304348,0.9,0.05652173913043479,0.14285714285714285,0.9565217391304348,0.5496894409937888,0.1,16
2,0,hand:cum_drot,0.15,split CP (SAFE),exch,0.8,0.85,-0.04999999999999993,0.11475409836065574,0.8,0.4573770491803279,0.4457142857142857,7
2,0,hand:cum_drot,0.15,ACI g=0.05 (grow cal),exch,0.8,0.85,-0.04999999999999993,0.04918032786885246,0.8,0.4245901639344263,0.26666666666666666,3
2,0,hand:cum_drot,0.15,split CP (SAFE),blocked,0.8695652173913043,0.85,0.019565217391304346,0.11607142857142858,0.8695652173913043,0.49281832298136646,0.14307692307692307,13
2,0,hand:cum_drot,0.15,ACI g=0.05 (grow cal),blocked,0.9021739130434783,0.85,0.05217391304347829,0.17857142857142858,0.9021739130434783,0.5403726708074534,0.29999999999999993,20
2,0,hand:cum_drot,0.2,split CP (SAFE),exch,0.8,0.8,0.0,0.18032786885245902,0.8,0.4901639344262295,0.3,11
2,0,hand:cum_drot,0.2,ACI g=0.05 (grow cal),exch,0.8,0.8,0.0,0.14754098360655737,0.8,0.4737704918032787,0.33111111111111113,9
2,0,hand:cum_drot,0.2,split CP (SAFE),blocked,0.8260869565217391,0.8,0.02608695652173909,0.17857142857142858,0.8260869565217391,0.5023291925465838,0.229,20
2,0,hand:cum_drot,0.2,ACI g=0.05 (grow cal),blocked,0.8369565217391304,0.8,0.03695652173913033,0.20535714285714285,0.8369565217391304,0.5211568322981366,0.1956521739130435,23
2,0,hand:cum_drot,0.25,split CP (SAFE),exch,0.7333333333333334,0.75,-0.016666666666666607,0.26229508196721313,0.7333333333333334,0.4978142076502733,0.37625000000000003,16
2,0,hand:cum_drot,0.25,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.75,-0.016666666666666607,0.2459016393442623,0.7333333333333334,0.48961748633879787,0.38533333333333336,15
2,0,hand:cum_drot,0.25,split CP (SAFE),blocked,0.782608695652174,0.75,0.03260869565217395,0.25892857142857145,0.782608695652174,0.5207686335403727,0.296551724137931,29
2,0,hand:cum_drot,0.25,ACI g=0.05 (grow cal),blocked,0.7717391304347826,0.75,0.021739130434782594,0.25,0.7717391304347826,0.5108695652173914,0.22214285714285717,28
2,0,hand:cum_drot [task-rel],0.1,split CP (SAFE),exch,0.8666666666666667,0.9,-0.033333333333333326,0.14754098360655737,0.8666666666666667,0.507103825136612,0.16666666666666666,9
2,0,hand:cum_drot [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.8666666666666667,0.9,-0.033333333333333326,0.16393442622950818,0.8666666666666667,0.5153005464480874,0.19,10
2,0,hand:cum_drot [task-rel],0.1,split CP (SAFE),blocked,0.8586956521739131,0.9,-0.04130434782608694,0.19642857142857142,0.8586956521739131,0.5275621118012422,0.16090909090909095,22
2,0,hand:cum_drot [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.8913043478260869,0.9,-0.008695652173913104,0.15178571428571427,0.8913043478260869,0.5215450310559006,0.16823529411764707,17
2,0,hand:cum_drot [task-rel],0.15,split CP (SAFE),exch,0.8666666666666667,0.85,0.01666666666666672,0.19672131147540983,0.8666666666666667,0.5316939890710383,0.23000000000000007,12
2,0,hand:cum_drot [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.8666666666666667,0.85,0.01666666666666672,0.19672131147540983,0.8666666666666667,0.5316939890710383,0.21500000000000005,12
2,0,hand:cum_drot [task-rel],0.15,split CP (SAFE),blocked,0.75,0.85,-0.09999999999999998,0.25,0.75,0.5,0.1785714285714286,28
2,0,hand:cum_drot [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8478260869565217,0.85,-0.0021739130434782483,0.23214285714285715,0.8478260869565217,0.5399844720496895,0.1546153846153846,26
2,0,hand:cum_drot [task-rel],0.2,split CP (SAFE),exch,0.8666666666666667,0.8,0.06666666666666665,0.22950819672131148,0.8666666666666667,0.5480874316939891,0.21000000000000002,14
2,0,hand:cum_drot [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.8666666666666667,0.8,0.06666666666666665,0.2786885245901639,0.8666666666666667,0.5726775956284154,0.21058823529411766,17
2,0,hand:cum_drot [task-rel],0.2,split CP (SAFE),blocked,0.6956521739130435,0.8,-0.10434782608695659,0.3125,0.6956521739130435,0.5040760869565217,0.19657142857142856,35
2,0,hand:cum_drot [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.8043478260869565,0.8,0.004347826086956497,0.25892857142857145,0.8043478260869565,0.531638198757764,0.1531034482758621,29
2,0,hand:cum_drot [task-rel],0.25,split CP (SAFE),exch,0.8,0.75,0.050000000000000044,0.3114754098360656,0.8,0.5557377049180328,0.31263157894736837,19
2,0,hand:cum_drot [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.8,0.75,0.050000000000000044,0.36065573770491804,0.8,0.580327868852459,0.32545454545454544,22
2,0,hand:cum_drot [task-rel],0.25,split CP (SAFE),blocked,0.6956521739130435,0.75,-0.05434782608695654,0.35714285714285715,0.6956521739130435,0.5263975155279503,0.2375,40
2,0,hand:cum_drot [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.7608695652173914,0.75,0.010869565217391353,0.32142857142857145,0.7608695652173914,0.5411490683229814,0.21777777777777776,36
2,0,hand:dgripper,0.1,split CP (SAFE),exch,0.8,0.9,-0.09999999999999998,0.13114754098360656,0.8,0.4655737704918033,0.2,8
2,0,hand:dgripper,0.1,ACI g=0.05 (grow cal),exch,0.8,0.9,-0.09999999999999998,0.08196721311475409,0.8,0.44098360655737706,0.2,5
2,0,hand:dgripper,0.1,split CP (SAFE),blocked,0.7717391304347826,0.9,-0.12826086956521743,0.23214285714285715,0.7717391304347826,0.5019409937888198,0.08846153846153845,26
2,0,hand:dgripper,0.1,ACI g=0.05 (grow cal),blocked,0.9239130434782609,0.9,0.023913043478260843,0.044642857142857144,0.9239130434782609,0.484277950310559,0.13999999999999999,5
2,0,hand:dgripper,0.15,split CP (SAFE),exch,0.8,0.85,-0.04999999999999993,0.13114754098360656,0.8,0.4655737704918033,0.2,8
2,0,hand:dgripper,0.15,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.85,-0.11666666666666659,0.11475409836065574,0.7333333333333334,0.4240437158469946,0.2285714285714286,7
2,0,hand:dgripper,0.15,split CP (SAFE),blocked,0.7717391304347826,0.85,-0.07826086956521738,0.23214285714285715,0.7717391304347826,0.5019409937888198,0.08846153846153845,26
2,0,hand:dgripper,0.15,ACI g=0.05 (grow cal),blocked,0.8695652173913043,0.85,0.019565217391304346,0.10714285714285714,0.8695652173913043,0.4883540372670807,0.11833333333333333,12
2,0,hand:dgripper,0.2,split CP (SAFE),exch,0.7333333333333334,0.8,-0.06666666666666665,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.21333333333333335,9
2,0,hand:dgripper,0.2,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.8,-0.06666666666666665,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.21333333333333335,9
2,0,hand:dgripper,0.2,split CP (SAFE),blocked,0.7065217391304348,0.8,-0.09347826086956523,0.25892857142857145,0.7065217391304348,0.4827251552795031,0.11241379310344825,29
2,0,hand:dgripper,0.2,ACI g=0.05 (grow cal),blocked,0.8152173913043479,0.8,0.01521739130434785,0.13392857142857142,0.8152173913043479,0.47457298136645965,0.10000000000000002,15
2,0,hand:dgripper,0.25,split CP (SAFE),exch,0.7333333333333334,0.75,-0.016666666666666607,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.21333333333333335,9
2,0,hand:dgripper,0.25,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.75,-0.016666666666666607,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.21333333333333335,9
2,0,hand:dgripper,0.25,split CP (SAFE),blocked,0.7065217391304348,0.75,-0.04347826086956519,0.25892857142857145,0.7065217391304348,0.4827251552795031,0.11241379310344825,29
2,0,hand:dgripper,0.25,ACI g=0.05 (grow cal),blocked,0.7717391304347826,0.75,0.021739130434782594,0.19642857142857142,0.7717391304347826,0.484083850931677,0.12999999999999998,22
2,0,hand:dgripper [task-rel],0.1,split CP (SAFE),exch,0.8,0.9,-0.09999999999999998,0.13114754098360656,0.8,0.4655737704918033,0.18,8
2,0,hand:dgripper [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.8,0.9,-0.09999999999999998,0.11475409836065574,0.8,0.4573770491803279,0.2285714285714286,7
2,0,hand:dgripper [task-rel],0.1,split CP (SAFE),blocked,0.7717391304347826,0.9,-0.12826086956521743,0.22321428571428573,0.7717391304347826,0.49747670807453415,0.08959999999999999,25
2,0,hand:dgripper [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.09821428571428571,0.9021739130434783,0.500194099378882,0.24909090909090906,11
2,0,hand:dgripper [task-rel],0.15,split CP (SAFE),exch,0.8,0.85,-0.04999999999999993,0.13114754098360656,0.8,0.4655737704918033,0.18,8
2,0,hand:dgripper [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.85,-0.11666666666666659,0.13114754098360656,0.7333333333333334,0.43224043715847,0.21749999999999997,8
2,0,hand:dgripper [task-rel],0.15,split CP (SAFE),blocked,0.7717391304347826,0.85,-0.07826086956521738,0.22321428571428573,0.7717391304347826,0.49747670807453415,0.08959999999999999,25
2,0,hand:dgripper [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8695652173913043,0.85,0.019565217391304346,0.10714285714285714,0.8695652173913043,0.4883540372670807,0.2433333333333333,12
2,0,hand:dgripper [task-rel],0.2,split CP (SAFE),exch,0.7333333333333334,0.8,-0.06666666666666665,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.19555555555555557,9
2,0,hand:dgripper [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.8,-0.06666666666666665,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.19555555555555557,9
2,0,hand:dgripper [task-rel],0.2,split CP (SAFE),blocked,0.7065217391304348,0.8,-0.09347826086956523,0.25,0.7065217391304348,0.4782608695652174,0.11428571428571425,28
2,0,hand:dgripper [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.8152173913043479,0.8,0.01521739130434785,0.13392857142857142,0.8152173913043479,0.47457298136645965,0.22399999999999992,15
2,0,hand:dgripper [task-rel],0.25,split CP (SAFE),exch,0.7333333333333334,0.75,-0.016666666666666607,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.19555555555555557,9
2,0,hand:dgripper [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.7333333333333334,0.75,-0.016666666666666607,0.14754098360655737,0.7333333333333334,0.44043715846994536,0.19555555555555557,9
2,0,hand:dgripper [task-rel],0.25,split CP (SAFE),blocked,0.7065217391304348,0.75,-0.04347826086956519,0.25,0.7065217391304348,0.4782608695652174,0.11428571428571425,28
2,0,hand:dgripper [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.7608695652173914,0.75,0.010869565217391353,0.16964285714285715,0.7608695652173914,0.4652562111801243,0.17263157894736839,19
2,1,SAFE-MLP,0.1,split CP (SAFE),exch,0.75,0.9,-0.15000000000000002,0.576271186440678,0.75,0.663135593220339,0.2441176470588235,34
2,1,SAFE-MLP,0.1,ACI g=0.05 (grow cal),exch,0.75,0.9,-0.15000000000000002,0.5423728813559322,0.75,0.646186440677966,0.318125,32
2,1,SAFE-MLP,0.1,split CP (SAFE),blocked,0.5978260869565217,0.9,-0.3021739130434783,0.5892857142857143,0.5978260869565217,0.593555900621118,0.22121212121212122,66
2,1,SAFE-MLP,0.1,ACI g=0.05 (grow cal),blocked,0.9130434782608696,0.9,0.013043478260869601,0.42857142857142855,0.9130434782608696,0.6708074534161491,0.6841666666666667,48
2,1,SAFE-MLP,0.15,split CP (SAFE),exch,0.625,0.85,-0.22499999999999998,0.6949152542372882,0.625,0.659957627118644,0.25414634146341464,41
2,1,SAFE-MLP,0.15,ACI g=0.05 (grow cal),exch,0.6875,0.85,-0.16249999999999998,0.6101694915254238,0.6875,0.6488347457627119,0.3122222222222221,36
2,1,SAFE-MLP,0.15,split CP (SAFE),blocked,0.46739130434782605,0.85,-0.3826086956521739,0.7142857142857143,0.46739130434782605,0.5908385093167702,0.16075,80
2,1,SAFE-MLP,0.15,ACI g=0.05 (grow cal),blocked,0.8695652173913043,0.85,0.019565217391304346,0.42857142857142855,0.8695652173913043,0.6490683229813664,0.6175,48
2,1,SAFE-MLP,0.2,split CP (SAFE),exch,0.5625,0.8,-0.23750000000000004,0.711864406779661,0.5625,0.6371822033898304,0.23476190476190475,42
2,1,SAFE-MLP,0.2,ACI g=0.05 (grow cal),exch,0.625,0.8,-0.17500000000000004,0.6440677966101694,0.625,0.6345338983050848,0.28684210526315784,38
2,1,SAFE-MLP,0.2,split CP (SAFE),blocked,0.3913043478260869,0.8,-0.4086956521739131,0.7410714285714286,0.3913043478260869,0.5661878881987578,0.14289156626506022,83
2,1,SAFE-MLP,0.2,ACI g=0.05 (grow cal),blocked,0.8369565217391304,0.8,0.03695652173913033,0.4642857142857143,0.8369565217391304,0.6506211180124224,0.5434615384615384,52
2,1,SAFE-MLP,0.25,split CP (SAFE),exch,0.4375,0.75,-0.3125,0.8135593220338984,0.4375,0.6255296610169492,0.21124999999999997,48
2,1,SAFE-MLP,0.25,ACI g=0.05 (grow cal),exch,0.5625,0.75,-0.1875,0.6949152542372882,0.5625,0.628707627118644,0.2541463414634147,41
2,1,SAFE-MLP,0.25,split CP (SAFE),blocked,0.19565217391304346,0.75,-0.5543478260869565,0.8660714285714286,0.19565217391304346,0.530861801242236,0.15525773195876288,97
2,1,SAFE-MLP,0.25,ACI g=0.05 (grow cal),blocked,0.782608695652174,0.75,0.03260869565217395,0.5267857142857143,0.782608695652174,0.6546972049689441,0.608813559322034,59
2,1,SAFE-MLP [task-rel],0.1,split CP (SAFE),exch,0.875,0.9,-0.025000000000000022,0.2711864406779661,0.875,0.573093220338983,0.6525000000000001,16
2,1,SAFE-MLP [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.875,0.9,-0.025000000000000022,0.23728813559322035,0.875,0.5561440677966102,0.6528571428571427,14
2,1,SAFE-MLP [task-rel],0.1,split CP (SAFE),blocked,0.8260869565217391,0.9,-0.07391304347826089,0.17857142857142858,0.8260869565217391,0.5023291925465838,0.692,20
2,1,SAFE-MLP [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.08928571428571429,0.9021739130434783,0.4957298136645963,0.736,10
2,1,SAFE-MLP [task-rel],0.15,split CP (SAFE),exch,0.8125,0.85,-0.03749999999999998,0.3389830508474576,0.8125,0.5757415254237288,0.5840000000000001,20
2,1,SAFE-MLP [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.8125,0.85,-0.03749999999999998,0.3389830508474576,0.8125,0.5757415254237288,0.6250000000000001,20
2,1,SAFE-MLP [task-rel],0.15,split CP (SAFE),blocked,0.7717391304347826,0.85,-0.07826086956521738,0.22321428571428573,0.7717391304347826,0.49747670807453415,0.5903999999999999,25
2,1,SAFE-MLP [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8695652173913043,0.85,0.019565217391304346,0.1875,0.8695652173913043,0.5285326086956521,0.6933333333333331,21
2,1,SAFE-MLP [task-rel],0.2,split CP (SAFE),exch,0.8125,0.8,0.012499999999999956,0.3728813559322034,0.8125,0.5926906779661016,0.5345454545454545,22
2,1,SAFE-MLP [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.8125,0.8,0.012499999999999956,0.4067796610169492,0.8125,0.6096398305084746,0.5299999999999999,24
2,1,SAFE-MLP [task-rel],0.2,split CP (SAFE),blocked,0.75,0.8,-0.050000000000000044,0.25892857142857145,0.75,0.5044642857142857,0.5744827586206896,29
2,1,SAFE-MLP [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.8369565217391304,0.8,0.03695652173913033,0.24107142857142858,0.8369565217391304,0.5390139751552795,0.6481481481481481,27
2,1,SAFE-MLP [task-rel],0.25,split CP (SAFE),exch,0.8125,0.75,0.0625,0.4406779661016949,0.8125,0.6265889830508474,0.49230769230769234,26
2,1,SAFE-MLP [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.8125,0.75,0.0625,0.4576271186440678,0.8125,0.635063559322034,0.4703703703703703,27
2,1,SAFE-MLP [task-rel],0.25,split CP (SAFE),blocked,0.6956521739130435,0.75,-0.05434782608695654,0.33035714285714285,0.6956521739130435,0.5130046583850931,0.5091891891891893,37
2,1,SAFE-MLP [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.7934782608695652,0.75,0.04347826086956519,0.2767857142857143,0.7934782608695652,0.5351319875776397,0.6225806451612903,31
2,1,H&S,0.1,split CP (SAFE),exch,0.875,0.9,-0.025000000000000022,0.288135593220339,0.875,0.5815677966101696,0.23999999999999996,17
2,1,H&S,0.1,ACI g=0.05 (grow cal),exch,0.875,0.9,-0.025000000000000022,0.3559322033898305,0.875,0.6154661016949152,0.3352380952380952,21
2,1,H&S,0.1,split CP (SAFE),blocked,0.8260869565217391,0.9,-0.07391304347826089,0.375,0.8260869565217391,0.6005434782608696,0.32095238095238093,42
2,1,H&S,0.1,ACI g=0.05 (grow cal),blocked,0.9130434782608696,0.9,0.013043478260869601,0.10714285714285714,0.9130434782608696,0.5100931677018634,0.10666666666666665,12
2,1,H&S,0.15,split CP (SAFE),exch,0.75,0.85,-0.09999999999999998,0.4576271186440678,0.75,0.603813559322034,0.3711111111111111,27
2,1,H&S,0.15,ACI g=0.05 (grow cal),exch,0.75,0.85,-0.09999999999999998,0.4745762711864407,0.75,0.6122881355932204,0.38071428571428567,28
2,1,H&S,0.15,split CP (SAFE),blocked,0.6847826086956521,0.85,-0.16521739130434787,0.5625,0.6847826086956521,0.623641304347826,0.4190476190476191,63
2,1,H&S,0.15,ACI g=0.05 (grow cal),blocked,0.8478260869565217,0.85,-0.0021739130434782483,0.4017857142857143,0.8478260869565217,0.624805900621118,0.4502222222222224,45
2,1,H&S,0.2,split CP (SAFE),exch,0.75,0.8,-0.050000000000000044,0.4915254237288136,0.75,0.6207627118644068,0.38827586206896547,29
2,1,H&S,0.2,ACI g=0.05 (grow cal),exch,0.75,0.8,-0.050000000000000044,0.4915254237288136,0.75,0.6207627118644068,0.38827586206896547,29
2,1,H&S,0.2,split CP (SAFE),blocked,0.6521739130434783,0.8,-0.14782608695652177,0.6071428571428571,0.6521739130434783,0.6296583850931676,0.3841176470588236,68
2,1,H&S,0.2,ACI g=0.05 (grow cal),blocked,0.8043478260869565,0.8,0.004347826086956497,0.41964285714285715,0.8043478260869565,0.6119953416149069,0.44978723404255333,47
2,1,H&S,0.25,split CP (SAFE),exch,0.75,0.75,0.0,0.5932203389830508,0.75,0.6716101694915254,0.46571428571428575,35
2,1,H&S,0.25,ACI g=0.05 (grow cal),exch,0.75,0.75,0.0,0.5932203389830508,0.75,0.6716101694915254,0.4622857142857143,35
2,1,H&S,0.25,split CP (SAFE),blocked,0.5978260869565217,0.75,-0.15217391304347827,0.7767857142857143,0.5978260869565217,0.687305900621118,0.437471264367816,87
2,1,H&S,0.25,ACI g=0.05 (grow cal),blocked,0.7717391304347826,0.75,0.021739130434782594,0.5089285714285714,0.7717391304347826,0.6403338509316769,0.48807017543859654,57
2,1,H&S [task-rel],0.1,split CP (SAFE),exch,0.9375,0.9,0.03749999999999998,0.13559322033898305,0.9375,0.5365466101694916,0.14,8
2,1,H&S [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.9375,0.9,0.03749999999999998,0.288135593220339,0.9375,0.6128177966101696,0.2564705882352941,17
2,1,H&S [task-rel],0.1,split CP (SAFE),blocked,0.7934782608695652,0.9,-0.10652173913043483,0.15178571428571427,0.7934782608695652,0.47263198757763975,0.17176470588235293,17
2,1,H&S [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.08928571428571429,0.9021739130434783,0.4957298136645963,0.17600000000000002,10
2,1,H&S [task-rel],0.15,split CP (SAFE),exch,0.8125,0.85,-0.03749999999999998,0.4915254237288136,0.8125,0.6520127118644068,0.36689655172413793,29
2,1,H&S [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.8125,0.85,-0.03749999999999998,0.4745762711864407,0.8125,0.6435381355932204,0.3678571428571429,28
2,1,H&S [task-rel],0.15,split CP (SAFE),blocked,0.5434782608695652,0.85,-0.3065217391304348,0.6160714285714286,0.5434782608695652,0.5797748447204969,0.34173913043478255,69
2,1,H&S [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8586956521739131,0.85,0.008695652173913104,0.13392857142857142,0.8586956521739131,0.49631211180124224,0.19600000000000004,15
2,1,H&S [task-rel],0.2,split CP (SAFE),exch,0.8125,0.8,0.012499999999999956,0.5932203389830508,0.8125,0.7028601694915254,0.37542857142857144,35
2,1,H&S [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.8125,0.8,0.012499999999999956,0.6101694915254238,0.8125,0.7113347457627119,0.3705555555555555,36
