fold,seed,detector,alpha,method,order,coverage,nominal,cov_gap,tpr,tnr,bal_acc,det_time,n_detected
1,0,hand:cum_mean_token_prob,0.15,ACI g=0.05 (grow cal),blocked,0.8478260869565217,0.85,-0.0021739130434782483,0.12087912087912088,0.8478260869565217,0.4843526039178213,0.6436363636363637,11
1,0,hand:cum_mean_token_prob,0.2,split CP (SAFE),exch,0.6875,0.8,-0.11250000000000004,0.2608695652173913,0.6875,0.4741847826086957,0.5366666666666666,18
1,0,hand:cum_mean_token_prob,0.2,ACI g=0.05 (grow cal),exch,0.75,0.8,-0.050000000000000044,0.2028985507246377,0.75,0.47644927536231885,0.58,14
1,0,hand:cum_mean_token_prob,0.2,split CP (SAFE),blocked,0.7282608695652174,0.8,-0.07173913043478264,0.2967032967032967,0.7282608695652174,0.512482083134257,0.6066666666666666,27
1,0,hand:cum_mean_token_prob,0.2,ACI g=0.05 (grow cal),blocked,0.7934782608695652,0.8,-0.006521739130434856,0.24175824175824176,0.7934782608695652,0.5176182513139035,0.6836363636363636,22
1,0,hand:cum_mean_token_prob,0.25,split CP (SAFE),exch,0.6875,0.75,-0.0625,0.2898550724637681,0.6875,0.48867753623188404,0.5619999999999999,20
1,0,hand:cum_mean_token_prob,0.25,ACI g=0.05 (grow cal),exch,0.6875,0.75,-0.0625,0.2318840579710145,0.6875,0.45969202898550726,0.555,16
1,0,hand:cum_mean_token_prob,0.25,split CP (SAFE),blocked,0.7282608695652174,0.75,-0.021739130434782594,0.2967032967032967,0.7282608695652174,0.512482083134257,0.5940740740740741,27
1,0,hand:cum_mean_token_prob,0.25,ACI g=0.05 (grow cal),blocked,0.7391304347826086,0.75,-0.010869565217391353,0.2967032967032967,0.7391304347826086,0.5179168657429527,0.6066666666666666,27
1,0,hand:cum_mean_token_prob [task-rel],0.1,split CP (SAFE),exch,0.9375,0.9,0.03749999999999998,0.057971014492753624,0.9375,0.49773550724637683,0.605,4
1,0,hand:cum_mean_token_prob [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.875,0.9,-0.025000000000000022,0.10144927536231885,0.875,0.4882246376811594,0.37142857142857144,7
1,0,hand:cum_mean_token_prob [task-rel],0.1,split CP (SAFE),blocked,0.9891304347826086,0.9,0.08913043478260863,0.0989010989010989,0.9891304347826086,0.5440157668418538,0.4822222222222222,9
1,0,hand:cum_mean_token_prob [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.16483516483516483,0.9021739130434783,0.5335045389393216,0.36399999999999993,15
1,0,hand:cum_mean_token_prob [task-rel],0.15,split CP (SAFE),exch,0.9375,0.85,0.08750000000000002,0.07246376811594203,0.9375,0.5049818840579711,0.46399999999999997,5
1,0,hand:cum_mean_token_prob [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.8125,0.85,-0.03749999999999998,0.11594202898550725,0.8125,0.4642210144927536,0.4,8
1,0,hand:cum_mean_token_prob [task-rel],0.15,split CP (SAFE),blocked,0.9456521739130435,0.85,0.09565217391304348,0.10989010989010989,0.9456521739130435,0.5277711419015767,0.426,10
1,0,hand:cum_mean_token_prob [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8369565217391304,0.85,-0.013043478260869601,0.16483516483516483,0.8369565217391304,0.5008958432871476,0.34533333333333327,15
1,0,hand:cum_mean_token_prob [task-rel],0.2,split CP (SAFE),exch,0.6875,0.8,-0.11250000000000004,0.2608695652173913,0.6875,0.4741847826086957,0.35444444444444445,18
1,0,hand:cum_mean_token_prob [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.75,0.8,-0.050000000000000044,0.2318840579710145,0.75,0.49094202898550726,0.3975,16
1,0,hand:cum_mean_token_prob [task-rel],0.2,split CP (SAFE),blocked,0.7934782608695652,0.8,-0.006521739130434856,0.34065934065934067,0.7934782608695652,0.5670688007644529,0.3135483870967743,31
1,0,hand:cum_mean_token_prob [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.7934782608695652,0.8,-0.006521739130434856,0.24175824175824176,0.7934782608695652,0.5176182513139035,0.3272727272727272,22
1,0,hand:cum_mean_token_prob [task-rel],0.25,split CP (SAFE),exch,0.5625,0.75,-0.1875,0.37681159420289856,0.5625,0.4696557971014493,0.2653846153846154,26
1,0,hand:cum_mean_token_prob [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.5625,0.75,-0.1875,0.2463768115942029,0.5625,0.40443840579710144,0.3294117647058824,17
1,0,hand:cum_mean_token_prob [task-rel],0.25,split CP (SAFE),blocked,0.6956521739130435,0.75,-0.05434782608695654,0.37362637362637363,0.6956521739130435,0.5346392737697085,0.28647058823529414,34
1,0,hand:cum_mean_token_prob [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.7391304347826086,0.75,-0.010869565217391353,0.31868131868131866,0.7391304347826086,0.5289058767319637,0.29793103448275865,29
1,0,hand:cum_dpos,0.1,split CP (SAFE),exch,0.9375,0.9,0.03749999999999998,0.07246376811594203,0.9375,0.5049818840579711,0.092,5
1,0,hand:cum_dpos,0.1,ACI g=0.05 (grow cal),exch,0.9375,0.9,0.03749999999999998,0.07246376811594203,0.9375,0.5049818840579711,0.096,5
1,0,hand:cum_dpos,0.1,split CP (SAFE),blocked,0.7391304347826086,0.9,-0.16086956521739137,0.31868131868131866,0.7391304347826086,0.5289058767319637,0.09379310344827588,29
1,0,hand:cum_dpos,0.1,ACI g=0.05 (grow cal),blocked,0.8804347826086957,0.9,-0.019565217391304346,0.1978021978021978,0.8804347826086957,0.5391184902054468,0.10222222222222224,18
1,0,hand:cum_dpos,0.15,split CP (SAFE),exch,0.8125,0.85,-0.03749999999999998,0.07246376811594203,0.8125,0.442481884057971,0.084,5
1,0,hand:cum_dpos,0.15,ACI g=0.05 (grow cal),exch,0.875,0.85,0.025000000000000022,0.07246376811594203,0.875,0.473731884057971,0.092,5
1,0,hand:cum_dpos,0.15,split CP (SAFE),blocked,0.6847826086956521,0.85,-0.16521739130434787,0.32967032967032966,0.6847826086956521,0.5072264691829909,0.07933333333333335,30
1,0,hand:cum_dpos,0.15,ACI g=0.05 (grow cal),blocked,0.8260869565217391,0.85,-0.023913043478260843,0.2857142857142857,0.8260869565217391,0.5559006211180124,0.10230769230769234,26
1,0,hand:cum_dpos,0.2,split CP (SAFE),exch,0.75,0.8,-0.050000000000000044,0.13043478260869565,0.75,0.44021739130434784,0.29333333333333333,9
1,0,hand:cum_dpos,0.2,ACI g=0.05 (grow cal),exch,0.8125,0.8,0.012499999999999956,0.13043478260869565,0.8125,0.47146739130434784,0.2955555555555555,9
1,0,hand:cum_dpos,0.2,split CP (SAFE),blocked,0.7282608695652174,0.8,-0.07173913043478264,0.31868131868131866,0.7282608695652174,0.5234710941232681,0.09310344827586209,29
1,0,hand:cum_dpos,0.2,ACI g=0.05 (grow cal),blocked,0.7717391304347826,0.8,-0.02826086956521745,0.2967032967032967,0.7717391304347826,0.5342212135690396,0.10296296296296298,27
1,0,hand:cum_dpos,0.25,split CP (SAFE),exch,0.625,0.75,-0.125,0.21739130434782608,0.625,0.421195652173913,0.31466666666666665,15
1,0,hand:cum_dpos,0.25,ACI g=0.05 (grow cal),exch,0.6875,0.75,-0.0625,0.14492753623188406,0.6875,0.416213768115942,0.34199999999999997,10
1,0,hand:cum_dpos,0.25,split CP (SAFE),blocked,0.6630434782608696,0.75,-0.08695652173913038,0.3516483516483517,0.6630434782608696,0.5073459149546107,0.10937500000000001,32
1,0,hand:cum_dpos,0.25,ACI g=0.05 (grow cal),blocked,0.7173913043478262,0.75,-0.032608695652173836,0.2967032967032967,0.7173913043478262,0.5070473005255615,0.0962962962962963,27
1,0,hand:cum_dpos [task-rel],0.1,split CP (SAFE),exch,0.9375,0.9,0.03749999999999998,0.18840579710144928,0.9375,0.5629528985507246,0.2538461538461539,13
1,0,hand:cum_dpos [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.875,0.9,-0.025000000000000022,0.2318840579710145,0.875,0.5534420289855072,0.23875000000000002,16
1,0,hand:cum_dpos [task-rel],0.1,split CP (SAFE),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.1978021978021978,0.9021739130434783,0.549988055422838,0.42666666666666664,18
1,0,hand:cum_dpos [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.8913043478260869,0.9,-0.008695652173913104,0.1978021978021978,0.8913043478260869,0.5445532728141423,0.41777777777777775,18
1,0,hand:cum_dpos [task-rel],0.15,split CP (SAFE),exch,0.8125,0.85,-0.03749999999999998,0.30434782608695654,0.8125,0.5584239130434783,0.22571428571428567,21
1,0,hand:cum_dpos [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.8125,0.85,-0.03749999999999998,0.34782608695652173,0.8125,0.5801630434782609,0.23083333333333333,24
1,0,hand:cum_dpos [task-rel],0.15,split CP (SAFE),blocked,0.7717391304347826,0.85,-0.07826086956521738,0.34065934065934067,0.7717391304347826,0.5561992355470616,0.2941935483870968,31
1,0,hand:cum_dpos [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8369565217391304,0.85,-0.013043478260869601,0.25274725274725274,0.8369565217391304,0.5448518872431916,0.3313043478260869,23
1,0,hand:cum_dpos [task-rel],0.2,split CP (SAFE),exch,0.8125,0.8,0.012499999999999956,0.391304347826087,0.8125,0.6019021739130435,0.26666666666666666,27
1,0,hand:cum_dpos [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.8125,0.8,0.012499999999999956,0.43478260869565216,0.8125,0.623641304347826,0.2493333333333333,30
1,0,hand:cum_dpos [task-rel],0.2,split CP (SAFE),blocked,0.7065217391304348,0.8,-0.09347826086956523,0.4945054945054945,0.7065217391304348,0.6005136168179647,0.30044444444444446,45
1,0,hand:cum_dpos [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.7934782608695652,0.8,-0.006521739130434856,0.2967032967032967,0.7934782608695652,0.545090778786431,0.3903703703703705,27
1,0,hand:cum_dpos [task-rel],0.25,split CP (SAFE),exch,0.8125,0.75,0.0625,0.4057971014492754,0.8125,0.6091485507246377,0.28214285714285714,28
1,0,hand:cum_dpos [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.75,0.75,0.0,0.4782608695652174,0.75,0.6141304347826086,0.2648484848484849,33
1,0,hand:cum_dpos [task-rel],0.25,split CP (SAFE),blocked,0.6521739130434783,0.75,-0.09782608695652173,0.5494505494505495,0.6521739130434783,0.6008122312470139,0.3124,50
1,0,hand:cum_dpos [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.7608695652173914,0.75,0.010869565217391353,0.37362637362637363,0.7608695652173914,0.5672479694218825,0.44058823529411767,34
1,0,hand:cum_drot,0.1,split CP (SAFE),exch,0.875,0.9,-0.025000000000000022,0.15942028985507245,0.875,0.5172101449275363,0.049090909090909095,11
1,0,hand:cum_drot,0.1,ACI g=0.05 (grow cal),exch,0.875,0.9,-0.025000000000000022,0.08695652173913043,0.875,0.4809782608695652,0.0,6
1,0,hand:cum_drot,0.1,split CP (SAFE),blocked,0.8369565217391304,0.9,-0.06304347826086965,0.14285714285714285,0.8369565217391304,0.4899068322981366,0.02923076923076923,13
1,0,hand:cum_drot,0.1,ACI g=0.05 (grow cal),blocked,0.9130434782608696,0.9,0.013043478260869601,0.0989010989010989,0.9130434782608696,0.5059722885809843,0.13555555555555554,9
1,0,hand:cum_drot,0.15,split CP (SAFE),exch,0.8125,0.85,-0.03749999999999998,0.15942028985507245,0.8125,0.48596014492753625,0.03272727272727272,11
1,0,hand:cum_drot,0.15,ACI g=0.05 (grow cal),exch,0.8125,0.85,-0.03749999999999998,0.15942028985507245,0.8125,0.48596014492753625,0.049090909090909095,11
1,0,hand:cum_drot,0.15,split CP (SAFE),blocked,0.8369565217391304,0.85,-0.013043478260869601,0.14285714285714285,0.8369565217391304,0.4899068322981366,0.0,13
1,0,hand:cum_drot,0.15,ACI g=0.05 (grow cal),blocked,0.8586956521739131,0.85,0.008695652173913104,0.10989010989010989,0.8586956521739131,0.4842928810320115,0.11599999999999999,10
1,0,hand:cum_drot,0.2,split CP (SAFE),exch,0.8125,0.8,0.012499999999999956,0.21739130434782608,0.8125,0.5149456521739131,0.11866666666666668,15
1,0,hand:cum_drot,0.2,ACI g=0.05 (grow cal),exch,0.8125,0.8,0.012499999999999956,0.15942028985507245,0.8125,0.48596014492753625,0.04363636363636364,11
1,0,hand:cum_drot,0.2,split CP (SAFE),blocked,0.8152173913043479,0.8,0.01521739130434785,0.18681318681318682,0.8152173913043479,0.5010152890587674,0.0811764705882353,17
1,0,hand:cum_drot,0.2,ACI g=0.05 (grow cal),blocked,0.8260869565217391,0.8,0.02608695652173909,0.16483516483516483,0.8260869565217391,0.49546106067845197,0.21733333333333335,15
1,0,hand:cum_drot,0.25,split CP (SAFE),exch,0.8125,0.75,0.0625,0.2898550724637681,0.8125,0.551177536231884,0.22900000000000004,20
1,0,hand:cum_drot,0.25,ACI g=0.05 (grow cal),exch,0.8125,0.75,0.0625,0.2753623188405797,0.8125,0.5439311594202898,0.2115789473684211,19
1,0,hand:cum_drot,0.25,split CP (SAFE),blocked,0.782608695652174,0.75,0.03260869565217395,0.27472527472527475,0.782608695652174,0.5286669851887243,0.21760000000000002,25
1,0,hand:cum_drot,0.25,ACI g=0.05 (grow cal),blocked,0.7717391304347826,0.75,0.021739130434782594,0.23076923076923078,0.7717391304347826,0.5012541806020067,0.2885714285714286,21
1,0,hand:cum_drot [task-rel],0.1,split CP (SAFE),exch,0.875,0.9,-0.025000000000000022,0.08695652173913043,0.875,0.4809782608695652,0.20333333333333337,6
1,0,hand:cum_drot [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.875,0.9,-0.025000000000000022,0.07246376811594203,0.875,0.473731884057971,0.132,5
1,0,hand:cum_drot [task-rel],0.1,split CP (SAFE),blocked,0.9456521739130435,0.9,0.04565217391304344,0.12087912087912088,0.9456521739130435,0.5332656473960822,0.07272727272727274,11
1,0,hand:cum_drot [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.10989010989010989,0.9021739130434783,0.5060320114667941,0.06600000000000002,10
1,0,hand:cum_drot [task-rel],0.15,split CP (SAFE),exch,0.875,0.85,0.025000000000000022,0.10144927536231885,0.875,0.4882246376811594,0.19142857142857145,7
1,0,hand:cum_drot [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.875,0.85,0.025000000000000022,0.13043478260869565,0.875,0.5027173913043478,0.1688888888888889,9
1,0,hand:cum_drot [task-rel],0.15,split CP (SAFE),blocked,0.9239130434782609,0.85,0.07391304347826089,0.12087912087912088,0.9239130434782609,0.5223960821786908,0.07090909090909092,11
1,0,hand:cum_drot [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8586956521739131,0.85,0.008695652173913104,0.14285714285714285,0.8586956521739131,0.5007763975155279,0.06461538461538462,13
1,0,hand:cum_drot [task-rel],0.2,split CP (SAFE),exch,0.8125,0.8,0.012499999999999956,0.2028985507246377,0.8125,0.5076992753623188,0.31999999999999995,14
1,0,hand:cum_drot [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.8125,0.8,0.012499999999999956,0.21739130434782608,0.8125,0.5149456521739131,0.33999999999999997,15
1,0,hand:cum_drot [task-rel],0.2,split CP (SAFE),blocked,0.8804347826086957,0.8,0.08043478260869563,0.15384615384615385,0.8804347826086957,0.5171404682274248,0.14857142857142858,14
1,0,hand:cum_drot [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.8152173913043479,0.8,0.01521739130434785,0.21978021978021978,0.8152173913043479,0.5174988055422838,0.191,20
1,0,hand:cum_drot [task-rel],0.25,split CP (SAFE),exch,0.75,0.75,0.0,0.2318840579710145,0.75,0.49094202898550726,0.31,16
1,0,hand:cum_drot [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.75,0.75,0.0,0.2318840579710145,0.75,0.49094202898550726,0.305,16
1,0,hand:cum_drot [task-rel],0.25,split CP (SAFE),blocked,0.782608695652174,0.75,0.03260869565217395,0.2967032967032967,0.782608695652174,0.5396559961777353,0.2785185185185185,27
1,0,hand:cum_drot [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.75,0.75,0.0,0.3076923076923077,0.75,0.5288461538461539,0.2542857142857143,28
1,0,hand:dgripper,0.1,split CP (SAFE),exch,1.0,0.9,0.09999999999999998,0.0,1.0,0.5,,0
1,0,hand:dgripper,0.1,ACI g=0.05 (grow cal),exch,1.0,0.9,0.09999999999999998,0.0,1.0,0.5,,0
1,0,hand:dgripper,0.1,split CP (SAFE),blocked,1.0,0.9,0.09999999999999998,0.0,1.0,0.5,,0
1,0,hand:dgripper,0.1,ACI g=0.05 (grow cal),blocked,0.9565217391304348,0.9,0.05652173913043479,0.0,0.9565217391304348,0.4782608695652174,,0
1,0,hand:dgripper,0.15,split CP (SAFE),exch,0.6875,0.85,-0.16249999999999998,0.5362318840579711,0.6875,0.6118659420289856,0.5199999999999999,37
1,0,hand:dgripper,0.15,ACI g=0.05 (grow cal),exch,0.9375,0.85,0.08750000000000002,0.15942028985507245,0.9375,0.5484601449275363,0.5199999999999999,11
1,0,hand:dgripper,0.15,split CP (SAFE),blocked,0.6086956521739131,0.85,-0.2413043478260869,0.7582417582417582,0.6086956521739131,0.6834687052078356,0.5200000000000002,69
1,0,hand:dgripper,0.15,ACI g=0.05 (grow cal),blocked,0.9130434782608696,0.85,0.06304347826086965,0.13186813186813187,0.9130434782608696,0.5224558050645007,0.5199999999999999,12
1,0,hand:dgripper,0.2,split CP (SAFE),exch,0.6875,0.8,-0.11250000000000004,0.5362318840579711,0.6875,0.6118659420289856,0.5199999999999999,37
1,0,hand:dgripper,0.2,ACI g=0.05 (grow cal),exch,0.875,0.8,0.07499999999999996,0.2318840579710145,0.875,0.5534420289855072,0.52,16
1,0,hand:dgripper,0.2,split CP (SAFE),blocked,0.6086956521739131,0.8,-0.19130434782608696,0.7582417582417582,0.6086956521739131,0.6834687052078356,0.5200000000000002,69
1,0,hand:dgripper,0.2,ACI g=0.05 (grow cal),blocked,0.8586956521739131,0.8,0.05869565217391304,0.17582417582417584,0.8586956521739131,0.5172599139990445,0.52,16
1,0,hand:dgripper,0.25,split CP (SAFE),exch,0.6875,0.75,-0.0625,0.5362318840579711,0.6875,0.6118659420289856,0.5199999999999999,37
1,0,hand:dgripper,0.25,ACI g=0.05 (grow cal),exch,0.75,0.75,0.0,0.3333333333333333,0.75,0.5416666666666666,0.5199999999999999,23
1,0,hand:dgripper,0.25,split CP (SAFE),blocked,0.6086956521739131,0.75,-0.14130434782608692,0.7582417582417582,0.6086956521739131,0.6834687052078356,0.5200000000000002,69
1,0,hand:dgripper,0.25,ACI g=0.05 (grow cal),blocked,0.8043478260869565,0.75,0.05434782608695654,0.34065934065934067,0.8043478260869565,0.5725035833731487,0.5199999999999999,31
1,0,hand:dgripper [task-rel],0.1,split CP (SAFE),exch,0.9375,0.9,0.03749999999999998,0.10144927536231885,0.9375,0.5194746376811594,0.045714285714285714,7
1,0,hand:dgripper [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.9375,0.9,0.03749999999999998,0.10144927536231885,0.9375,0.5194746376811594,0.045714285714285714,7
1,0,hand:dgripper [task-rel],0.1,split CP (SAFE),blocked,0.8804347826086957,0.9,-0.019565217391304346,0.13186813186813187,0.8804347826086957,0.5061514572384138,0.024999999999999998,12
1,0,hand:dgripper [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.9347826086956522,0.9,0.034782608695652195,0.07692307692307693,0.9347826086956522,0.5058528428093646,0.1,7
1,0,hand:dgripper [task-rel],0.15,split CP (SAFE),exch,0.625,0.85,-0.22499999999999998,0.5507246376811594,0.625,0.5878623188405797,0.43263157894736837,38
1,0,hand:dgripper [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.875,0.85,0.025000000000000022,0.2318840579710145,0.875,0.5534420289855072,0.3125,16
1,0,hand:dgripper [task-rel],0.15,split CP (SAFE),blocked,0.5434782608695652,0.85,-0.3065217391304348,0.7912087912087912,0.5434782608695652,0.6673435260391782,0.4375,72
1,0,hand:dgripper [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.9130434782608696,0.85,0.06304347826086965,0.10989010989010989,0.9130434782608696,0.5114667940754898,0.122,10
1,0,hand:dgripper [task-rel],0.2,split CP (SAFE),exch,0.625,0.8,-0.17500000000000004,0.5507246376811594,0.625,0.5878623188405797,0.43263157894736837,38
1,0,hand:dgripper [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.8125,0.8,0.012499999999999956,0.2463768115942029,0.8125,0.5294384057971014,0.3247058823529412,17
1,0,hand:dgripper [task-rel],0.2,split CP (SAFE),blocked,0.5434782608695652,0.8,-0.25652173913043486,0.7912087912087912,0.5434782608695652,0.6673435260391782,0.4375,72
1,0,hand:dgripper [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.8695652173913043,0.8,0.06956521739130428,0.2087912087912088,0.8695652173913043,0.5391782130912566,0.2810526315789474,19
1,0,hand:dgripper [task-rel],0.25,split CP (SAFE),exch,0.625,0.75,-0.125,0.5507246376811594,0.625,0.5878623188405797,0.43263157894736837,38
1,0,hand:dgripper [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.6875,0.75,-0.0625,0.34782608695652173,0.6875,0.5176630434782609,0.38166666666666665,24
1,0,hand:dgripper [task-rel],0.25,split CP (SAFE),blocked,0.5434782608695652,0.75,-0.2065217391304348,0.7912087912087912,0.5434782608695652,0.6673435260391782,0.4375,72
1,0,hand:dgripper [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.8152173913043479,0.75,0.0652173913043479,0.32967032967032966,0.8152173913043479,0.5724438604873388,0.3653333333333333,30
1,1,SAFE-MLP,0.1,split CP (SAFE),exch,0.8235294117647058,0.9,-0.07647058823529418,0.6507936507936508,0.8235294117647058,0.7371615312791784,0.48682926829268286,41
1,1,SAFE-MLP,0.1,ACI g=0.05 (grow cal),exch,0.8235294117647058,0.9,-0.07647058823529418,0.6349206349206349,0.8235294117647058,0.7292250233426704,0.62,40
1,1,SAFE-MLP,0.1,split CP (SAFE),blocked,0.7282608695652174,0.9,-0.17173913043478262,0.5824175824175825,0.7282608695652174,0.6553392259913999,0.4894339622641509,53
1,1,SAFE-MLP,0.1,ACI g=0.05 (grow cal),blocked,0.9130434782608696,0.9,0.013043478260869601,0.37362637362637363,0.9130434782608696,0.6433349259436216,0.6817647058823529,34
1,1,SAFE-MLP,0.15,split CP (SAFE),exch,0.7647058823529411,0.85,-0.08529411764705885,0.7142857142857143,0.7647058823529411,0.7394957983193278,0.5248888888888888,45
1,1,SAFE-MLP,0.15,ACI g=0.05 (grow cal),exch,0.7647058823529411,0.85,-0.08529411764705885,0.7142857142857143,0.7647058823529411,0.7394957983193278,0.6035555555555555,45
1,1,SAFE-MLP,0.15,split CP (SAFE),blocked,0.6847826086956521,0.85,-0.16521739130434787,0.6043956043956044,0.6847826086956521,0.6445891065456282,0.44618181818181823,55
1,1,SAFE-MLP,0.15,ACI g=0.05 (grow cal),blocked,0.8695652173913043,0.85,0.019565217391304346,0.4945054945054945,0.8695652173913043,0.6820353559483994,0.6742222222222222,45
1,1,SAFE-MLP,0.2,split CP (SAFE),exch,0.6470588235294117,0.8,-0.15294117647058836,0.7142857142857143,0.6470588235294117,0.680672268907563,0.36577777777777787,45
1,1,SAFE-MLP,0.2,ACI g=0.05 (grow cal),exch,0.7058823529411764,0.8,-0.09411764705882364,0.6825396825396826,0.7058823529411764,0.6942110177404295,0.4027906976744186,43
1,1,SAFE-MLP,0.2,split CP (SAFE),blocked,0.6521739130434783,0.8,-0.14782608695652177,0.5824175824175825,0.6521739130434783,0.6172957477305303,0.4147169811320754,53
1,1,SAFE-MLP,0.2,ACI g=0.05 (grow cal),blocked,0.8260869565217391,0.8,0.02608695652173909,0.4835164835164835,0.8260869565217391,0.6548017200191113,0.6699999999999999,44
1,1,SAFE-MLP,0.25,split CP (SAFE),exch,0.6470588235294117,0.75,-0.10294117647058831,0.746031746031746,0.6470588235294117,0.6965452847805789,0.33361702127659576,47
1,1,SAFE-MLP,0.25,ACI g=0.05 (grow cal),exch,0.6470588235294117,0.75,-0.10294117647058831,0.6825396825396826,0.6470588235294117,0.6647992530345471,0.3455813953488373,43
1,1,SAFE-MLP,0.25,split CP (SAFE),blocked,0.6521739130434783,0.75,-0.09782608695652173,0.6153846153846154,0.6521739130434783,0.6337792642140468,0.3678571428571428,56
1,1,SAFE-MLP,0.25,ACI g=0.05 (grow cal),blocked,0.782608695652174,0.75,0.03260869565217395,0.5054945054945055,0.782608695652174,0.6440516005733397,0.5930434782608696,46
1,1,SAFE-MLP [task-rel],0.1,split CP (SAFE),exch,0.8823529411764706,0.9,-0.01764705882352946,0.031746031746031744,0.8823529411764706,0.45704948646125115,0.03,2
1,1,SAFE-MLP [task-rel],0.1,ACI g=0.05 (grow cal),exch,0.8823529411764706,0.9,-0.01764705882352946,0.031746031746031744,0.8823529411764706,0.45704948646125115,0.03,2
1,1,SAFE-MLP [task-rel],0.1,split CP (SAFE),blocked,0.8804347826086957,0.9,-0.019565217391304346,0.10989010989010989,0.8804347826086957,0.49516244624940275,0.05600000000000001,10
1,1,SAFE-MLP [task-rel],0.1,ACI g=0.05 (grow cal),blocked,0.9021739130434783,0.9,0.0021739130434782483,0.07692307692307693,0.9021739130434783,0.48954849498327757,0.037142857142857144,7
1,1,SAFE-MLP [task-rel],0.15,split CP (SAFE),exch,0.8823529411764706,0.85,0.032352941176470584,0.20634920634920634,0.8823529411764706,0.5443510737628384,0.6676923076923077,13
1,1,SAFE-MLP [task-rel],0.15,ACI g=0.05 (grow cal),exch,0.8823529411764706,0.85,0.032352941176470584,0.19047619047619047,0.8823529411764706,0.5364145658263305,0.7066666666666667,12
1,1,SAFE-MLP [task-rel],0.15,split CP (SAFE),blocked,0.8478260869565217,0.85,-0.0021739130434782483,0.27472527472527475,0.8478260869565217,0.5612756808408983,0.528,25
1,1,SAFE-MLP [task-rel],0.15,ACI g=0.05 (grow cal),blocked,0.8586956521739131,0.85,0.008695652173913104,0.23076923076923078,0.8586956521739131,0.544732441471572,0.49809523809523804,21
1,1,SAFE-MLP [task-rel],0.2,split CP (SAFE),exch,0.8823529411764706,0.8,0.08235294117647052,0.2222222222222222,0.8823529411764706,0.5522875816993464,0.6785714285714286,14
1,1,SAFE-MLP [task-rel],0.2,ACI g=0.05 (grow cal),exch,0.8235294117647058,0.8,0.0235294117647058,0.23809523809523808,0.8235294117647058,0.530812324929972,0.5786666666666667,15
1,1,SAFE-MLP [task-rel],0.2,split CP (SAFE),blocked,0.8260869565217391,0.8,0.02608695652173909,0.3516483516483517,0.8260869565217391,0.5888676540850454,0.565,32
1,1,SAFE-MLP [task-rel],0.2,ACI g=0.05 (grow cal),blocked,0.8152173913043479,0.8,0.01521739130434785,0.32967032967032966,0.8152173913043479,0.5724438604873388,0.5153333333333333,30
1,1,SAFE-MLP [task-rel],0.25,split CP (SAFE),exch,0.8235294117647058,0.75,0.07352941176470584,0.2857142857142857,0.8235294117647058,0.5546218487394958,0.5800000000000001,18
1,1,SAFE-MLP [task-rel],0.25,ACI g=0.05 (grow cal),exch,0.7647058823529411,0.75,0.014705882352941124,0.2857142857142857,0.7647058823529411,0.5252100840336134,0.531111111111111,18
1,1,SAFE-MLP [task-rel],0.25,split CP (SAFE),blocked,0.75,0.75,0.0,0.3956043956043956,0.75,0.5728021978021978,0.5716666666666665,36
1,1,SAFE-MLP [task-rel],0.25,ACI g=0.05 (grow cal),blocked,0.75,0.75,0.0,0.3956043956043956,0.75,0.5728021978021978,0.48777777777777764,36
