fold,seed,detector,task,auroc,n
2,1,hand:cum_drot,0,0.5697190426638917,62
2,1,hand:cum_drot,4,0.40524193548387094,79
2,1,hand:cum_drot,6,0.5383838383838384,63
2,1,hand:cum_drot [task-rel],-1,0.43982919254658387,204
2,1,hand:cum_drot [task-rel],0,0.554630593132154,62
2,1,hand:cum_drot [task-rel],4,0.38911290322580644,79
2,1,hand:cum_drot [task-rel],6,0.43434343434343436,63
2,1,hand:dgripper,-1,0.5,204
2,1,hand:dgripper,0,0.5,62
2,1,hand:dgripper,4,0.5,79
2,1,hand:dgripper,6,0.5,63
2,1,hand:dgripper [task-rel],-1,0.5173233695652174,204
2,1,hand:dgripper [task-rel],0,0.5312174817898023,62
2,1,hand:dgripper [task-rel],4,0.5416666666666666,79
2,1,hand:dgripper [task-rel],6,0.48333333333333334,63
3,0,SAFE-MLP,-1,0.8488063660477454,207
3,0,SAFE-MLP,1,0.8966666666666666,60
3,0,SAFE-MLP,3,0.8577777777777778,60
3,0,SAFE-MLP,5,0.8859447004608295,87
3,0,SAFE-MLP [task-rel],-1,0.5501136794240242,207
3,0,SAFE-MLP [task-rel],1,0.6722222222222223,60
3,0,SAFE-MLP [task-rel],3,0.54,60
3,0,SAFE-MLP [task-rel],5,0.597926267281106,87
3,0,H&S,-1,0.6720348616900341,207
3,0,H&S,1,0.8033333333333333,60
3,0,H&S,3,0.38333333333333336,60
3,0,H&S,5,0.7788018433179723,87
3,0,H&S [task-rel],-1,0.6572565365668814,207
3,0,H&S [task-rel],1,0.7955555555555556,60
3,0,H&S [task-rel],3,0.3844444444444444,60
3,0,H&S [task-rel],5,0.7569124423963134,87
3,0,SAFE-Embed,-1,0.5875331564986738,207
3,0,SAFE-Embed,1,0.78,60
3,0,SAFE-Embed,3,0.24444444444444444,60
3,0,SAFE-Embed,5,0.7880184331797235,87
3,0,SAFE-Embed [task-rel],-1,0.6288366805608185,207
3,0,SAFE-Embed [task-rel],1,0.9322222222222222,60
3,0,SAFE-Embed [task-rel],3,0.39222222222222225,60
3,0,SAFE-Embed [task-rel],5,0.6837557603686636,87
3,0,hand:cum_mean_token_entropy,-1,0.5388404698749526,207
3,0,hand:cum_mean_token_entropy,1,0.48333333333333334,60
3,0,hand:cum_mean_token_entropy,3,0.5277777777777778,60
3,0,hand:cum_mean_token_entropy,5,0.6036866359447005,87
3,0,hand:cum_mean_token_entropy [task-rel],-1,0.6274156877605154,207
3,0,hand:cum_mean_token_entropy [task-rel],1,0.7055555555555556,60
3,0,hand:cum_mean_token_entropy [task-rel],3,0.61,60
3,0,hand:cum_mean_token_entropy [task-rel],5,0.5858294930875576,87
3,0,hand:mean_token_entropy,-1,0.4154035619552861,207
3,0,hand:mean_token_entropy,1,0.5644444444444444,60
3,0,hand:mean_token_entropy,3,0.29555555555555557,60
3,0,hand:mean_token_entropy,5,0.40610599078341014,87
3,0,hand:mean_token_entropy [task-rel],-1,0.48455854490337247,207
3,0,hand:mean_token_entropy [task-rel],1,0.4666666666666667,60
3,0,hand:mean_token_entropy [task-rel],3,0.4722222222222222,60
3,0,hand:mean_token_entropy [task-rel],5,0.4815668202764977,87
3,0,hand:cum_max_token_entropy,-1,0.6006062902614627,207
3,0,hand:cum_max_token_entropy,1,0.44222222222222224,60
3,0,hand:cum_max_token_entropy,3,0.7866666666666666,60
3,0,hand:cum_max_token_entropy,5,0.5472350230414746,87
3,0,hand:cum_max_token_entropy [task-rel],-1,0.6214475179992421,207
3,0,hand:cum_max_token_entropy [task-rel],1,0.66,60
3,0,hand:cum_max_token_entropy [task-rel],3,0.6977777777777778,60
3,0,hand:cum_max_token_entropy [task-rel],5,0.5155529953917051,87
3,0,hand:cum_mean_token_prob,-1,0.5012315270935961,207
3,0,hand:cum_mean_token_prob,1,0.6822222222222222,60
3,0,hand:cum_mean_token_prob,3,0.3466666666666667,60
3,0,hand:cum_mean_token_prob,5,0.4890552995391705,87
3,0,hand:cum_mean_token_prob [task-rel],-1,0.579196665403562,207
3,0,hand:cum_mean_token_prob [task-rel],1,0.6177777777777778,60
3,0,hand:cum_mean_token_prob [task-rel],3,0.54,60
3,0,hand:cum_mean_token_prob [task-rel],5,0.5662442396313364,87
3,0,hand:cum_dpos,-1,0.5331091322470632,207
3,0,hand:cum_dpos,1,0.43555555555555553,60
3,0,hand:cum_dpos,3,0.6583333333333333,60
3,0,hand:cum_dpos,5,0.48934331797235026,87
3,0,hand:cum_dpos [task-rel],-1,0.5082417582417582,207
3,0,hand:cum_dpos [task-rel],1,0.8088888888888889,60
3,0,hand:cum_dpos [task-rel],3,0.23444444444444446,60
3,0,hand:cum_dpos [task-rel],5,0.5380184331797235,87
3,0,hand:cum_drot,-1,0.5202728306176582,207
3,0,hand:cum_drot,1,0.7077777777777777,60
3,0,hand:cum_drot,3,0.3022222222222222,60
3,0,hand:cum_drot,5,0.5374423963133641,87
3,0,hand:cum_drot [task-rel],-1,0.5795755968169761,207
3,0,hand:cum_drot [task-rel],1,0.5077777777777778,60
3,0,hand:cum_drot [task-rel],3,0.6811111111111111,60
3,0,hand:cum_drot [task-rel],5,0.506336405529954,87
3,0,hand:dgripper,-1,0.3793103448275862,207
3,0,hand:dgripper,1,0.5,60
3,0,hand:dgripper,3,0.23333333333333334,60
3,0,hand:dgripper,5,0.39285714285714285,87
3,0,hand:dgripper [task-rel],-1,0.37556839712012124,207
3,0,hand:dgripper [task-rel],1,0.49944444444444447,60
3,0,hand:dgripper [task-rel],3,0.22555555555555556,60
3,0,hand:dgripper [task-rel],5,0.39285714285714285,87
3,1,SAFE-MLP,-1,0.8004926108374384,207
3,1,SAFE-MLP,1,0.9377777777777778,60
3,1,SAFE-MLP,3,0.6277777777777778,60
3,1,SAFE-MLP,5,0.8928571428571429,87
3,1,SAFE-MLP [task-rel],-1,0.6510989010989011,207
3,1,SAFE-MLP [task-rel],1,0.5333333333333333,60
3,1,SAFE-MLP [task-rel],3,0.6744444444444444,60
3,1,SAFE-MLP [task-rel],5,0.6877880184331797,87
3,1,H&S,-1,0.6863395225464191,207
3,1,H&S,1,0.8266666666666667,60
3,1,H&S,3,0.4777777777777778,60
3,1,H&S,5,0.7275345622119815,87
3,1,H&S [task-rel],-1,0.6937286851079955,207
3,1,H&S [task-rel],1,0.8166666666666667,60
3,1,H&S [task-rel],3,0.4911111111111111,60
3,1,H&S [task-rel],5,0.7275345622119815,87
3,1,SAFE-Embed,-1,0.6092269799166351,207
3,1,SAFE-Embed,1,0.7644444444444445,60
3,1,SAFE-Embed,3,0.2733333333333333,60
3,1,SAFE-Embed,5,0.8237327188940092,87
3,1,SAFE-Embed [task-rel],-1,0.6530882910193255,207
3,1,SAFE-Embed [task-rel],1,0.9211111111111111,60
3,1,SAFE-Embed [task-rel],3,0.4411111111111111,60
3,1,SAFE-Embed [task-rel],5,0.6883640552995391,87
3,1,hand:cum_mean_token_entropy,-1,0.5388404698749526,207
3,1,hand:cum_mean_token_entropy,1,0.48333333333333334,60
3,1,hand:cum_mean_token_entropy,3,0.5277777777777778,60
3,1,hand:cum_mean_token_entropy,5,0.6036866359447005,87
3,1,hand:cum_mean_token_entropy [task-rel],-1,0.6274156877605154,207
3,1,hand:cum_mean_token_entropy [task-rel],1,0.7055555555555556,60
3,1,hand:cum_mean_token_entropy [task-rel],3,0.61,60
3,1,hand:cum_mean_token_entropy [task-rel],5,0.5858294930875576,87
3,1,hand:mean_token_entropy,-1,0.4154035619552861,207
3,1,hand:mean_token_entropy,1,0.5644444444444444,60
3,1,hand:mean_token_entropy,3,0.29555555555555557,60
3,1,hand:mean_token_entropy,5,0.40610599078341014,87
3,1,hand:mean_token_entropy [task-rel],-1,0.48455854490337247,207
3,1,hand:mean_token_entropy [task-rel],1,0.4666666666666667,60
3,1,hand:mean_token_entropy [task-rel],3,0.4722222222222222,60
3,1,hand:mean_token_entropy [task-rel],5,0.4815668202764977,87
3,1,hand:cum_max_token_entropy,-1,0.6006062902614627,207
3,1,hand:cum_max_token_entropy,1,0.44222222222222224,60
3,1,hand:cum_max_token_entropy,3,0.7866666666666666,60
3,1,hand:cum_max_token_entropy,5,0.5472350230414746,87
3,1,hand:cum_max_token_entropy [task-rel],-1,0.6214475179992421,207
3,1,hand:cum_max_token_entropy [task-rel],1,0.66,60
3,1,hand:cum_max_token_entropy [task-rel],3,0.6977777777777778,60
3,1,hand:cum_max_token_entropy [task-rel],5,0.5155529953917051,87
3,1,hand:cum_mean_token_prob,-1,0.5012315270935961,207
3,1,hand:cum_mean_token_prob,1,0.6822222222222222,60
3,1,hand:cum_mean_token_prob,3,0.3466666666666667,60
3,1,hand:cum_mean_token_prob,5,0.4890552995391705,87
3,1,hand:cum_mean_token_prob [task-rel],-1,0.579196665403562,207
3,1,hand:cum_mean_token_prob [task-rel],1,0.6177777777777778,60
3,1,hand:cum_mean_token_prob [task-rel],3,0.54,60
3,1,hand:cum_mean_token_prob [task-rel],5,0.5662442396313364,87
3,1,hand:cum_dpos,-1,0.4477074649488443,207
3,1,hand:cum_dpos,1,0.4711111111111111,60
3,1,hand:cum_dpos,3,0.21222222222222223,60
3,1,hand:cum_dpos,5,0.36347926267281105,87
3,1,hand:cum_dpos [task-rel],-1,0.574838954149299,207
3,1,hand:cum_dpos [task-rel],1,0.5711111111111111,60
3,1,hand:cum_dpos [task-rel],3,0.6444444444444445,60
3,1,hand:cum_dpos [task-rel],5,0.48502304147465436,87
3,1,hand:cum_drot,-1,0.5202728306176582,207
3,1,hand:cum_drot,1,0.7077777777777777,60
3,1,hand:cum_drot,3,0.3022222222222222,60
3,1,hand:cum_drot,5,0.5374423963133641,87
3,1,hand:cum_drot [task-rel],-1,0.5795755968169761,207
3,1,hand:cum_drot [task-rel],1,0.5077777777777778,60
3,1,hand:cum_drot [task-rel],3,0.6811111111111111,60
3,1,hand:cum_drot [task-rel],5,0.506336405529954,87
3,1,hand:dgripper,-1,0.3793103448275862,207
3,1,hand:dgripper,1,0.5,60
3,1,hand:dgripper,3,0.23333333333333334,60
3,1,hand:dgripper,5,0.39285714285714285,87
3,1,hand:dgripper [task-rel],-1,0.37556839712012124,207
3,1,hand:dgripper [task-rel],1,0.49944444444444447,60
3,1,hand:dgripper [task-rel],3,0.22555555555555556,60
3,1,hand:dgripper [task-rel],5,0.39285714285714285,87
4,0,SAFE-MLP,-1,0.8645304275556377,210
4,0,SAFE-MLP,1,0.94,60
4,0,SAFE-MLP,5,0.8715437788018433,87
4,0,SAFE-MLP,6,0.9232323232323232,63
4,0,SAFE-MLP [task-rel],-1,0.47483608828146645,210
4,0,SAFE-MLP [task-rel],1,0.51,60
4,0,SAFE-MLP [task-rel],5,0.42569124423963134,87
4,0,SAFE-MLP [task-rel],6,0.5323232323232323,63
4,0,H&S,-1,0.7982269831009327,210
4,0,H&S,1,0.8355555555555556,60
4,0,H&S,5,0.6883640552995391,87
4,0,H&S,6,0.8777777777777778,63
4,0,H&S [task-rel],-1,0.7661833964354973,210
4,0,H&S [task-rel],1,0.8166666666666667,60
4,0,H&S [task-rel],5,0.6399769585253456,87
4,0,H&S [task-rel],6,0.8393939393939394,63
4,0,SAFE-Embed,-1,0.7853910795087266,210
4,0,SAFE-Embed,1,0.7388888888888889,60
4,0,SAFE-Embed,5,0.8220046082949308,87
4,0,SAFE-Embed,6,0.8717171717171717,63
4,0,SAFE-Embed [task-rel],-1,0.79167051435959,210
4,0,SAFE-Embed [task-rel],1,0.92,60
4,0,SAFE-Embed [task-rel],5,0.7131336405529954,87
4,0,SAFE-Embed [task-rel],6,0.8666666666666667,63
4,0,hand:cum_mean_token_entropy,-1,0.6042109151352849,210
4,0,hand:cum_mean_token_entropy,1,0.48333333333333334,60
4,0,hand:cum_mean_token_entropy,5,0.6036866359447005,87
4,0,hand:cum_mean_token_entropy,6,0.7070707070707071,63
4,0,hand:cum_mean_token_entropy [task-rel],-1,0.6418875242404655,210
4,0,hand:cum_mean_token_entropy [task-rel],1,0.7055555555555556,60
4,0,hand:cum_mean_token_entropy [task-rel],5,0.5858294930875576,87
4,0,hand:cum_mean_token_entropy [task-rel],6,0.6232323232323232,63
4,0,hand:mean_token_entropy,-1,0.4108412595807554,210
4,0,hand:mean_token_entropy,1,0.5644444444444444,60
4,0,hand:mean_token_entropy,5,0.40610599078341014,87
4,0,hand:mean_token_entropy,6,0.2676767676767677,63
4,0,hand:mean_token_entropy [task-rel],-1,0.4732662295687506,210
4,0,hand:mean_token_entropy [task-rel],1,0.4666666666666667,60
4,0,hand:mean_token_entropy [task-rel],5,0.4815668202764977,87
4,0,hand:mean_token_entropy [task-rel],6,0.4727272727272727,63
4,0,hand:cum_max_token_entropy,-1,0.5735524979222458,210
4,0,hand:cum_max_token_entropy,1,0.44222222222222224,60
4,0,hand:cum_max_token_entropy,5,0.5472350230414746,87
4,0,hand:cum_max_token_entropy,6,0.6626262626262627,63
4,0,hand:cum_max_token_entropy [task-rel],-1,0.6188013667005263,210
4,0,hand:cum_max_token_entropy [task-rel],1,0.66,60
4,0,hand:cum_max_token_entropy [task-rel],5,0.5155529953917051,87
4,0,hand:cum_max_token_entropy [task-rel],6,0.705050505050505,63
4,0,hand:cum_mean_token_prob,-1,0.5217471604026226,210
4,0,hand:cum_mean_token_prob,1,0.6822222222222222,60
4,0,hand:cum_mean_token_prob,5,0.4890552995391705,87
4,0,hand:cum_mean_token_prob,6,0.4161616161616162,63
4,0,hand:cum_mean_token_prob [task-rel],-1,0.6173238526179703,210
4,0,hand:cum_mean_token_prob [task-rel],1,0.6177777777777778,60
4,0,hand:cum_mean_token_prob [task-rel],5,0.5662442396313364,87
4,0,hand:cum_mean_token_prob [task-rel],6,0.6595959595959596,63
4,0,hand:cum_dpos,-1,0.4767753255148213,210
4,0,hand:cum_dpos,1,0.4711111111111111,60
4,0,hand:cum_dpos,5,0.36347926267281105,87
4,0,hand:cum_dpos,6,0.5818181818181818,63
4,0,hand:cum_dpos [task-rel],-1,0.5515744759442238,210
4,0,hand:cum_dpos [task-rel],1,0.5711111111111111,60
4,0,hand:cum_dpos [task-rel],5,0.48502304147465436,87
4,0,hand:cum_dpos [task-rel],6,0.5505050505050505,63
4,0,hand:cum_drot,-1,0.5707821590174531,210
4,0,hand:cum_drot,1,0.7077777777777777,60
4,0,hand:cum_drot,5,0.5374423963133641,87
4,0,hand:cum_drot,6,0.6,63
4,0,hand:cum_drot [task-rel],-1,0.5025394773293933,210
4,0,hand:cum_drot [task-rel],1,0.5077777777777778,60
4,0,hand:cum_drot [task-rel],5,0.506336405529954,87
4,0,hand:cum_drot [task-rel],6,0.4111111111111111,63
4,0,hand:dgripper,-1,0.4411764705882353,210
4,0,hand:dgripper,1,0.5,60
4,0,hand:dgripper,5,0.39285714285714285,87
4,0,hand:dgripper,6,0.4696969696969697,63
4,0,hand:dgripper [task-rel],-1,0.4439006371779481,210
4,0,hand:dgripper [task-rel],1,0.49944444444444447,60
4,0,hand:dgripper [task-rel],5,0.39285714285714285,87
4,0,hand:dgripper [task-rel],6,0.48535353535353537,63
4,1,SAFE-MLP,-1,0.8835534213685474,210
4,1,SAFE-MLP,1,0.9,60
4,1,SAFE-MLP,5,0.934331797235023,87
4,1,SAFE-MLP,6,0.9292929292929293,63
4,1,SAFE-MLP [task-rel],-1,0.5987625819558593,210
4,1,SAFE-MLP [task-rel],1,0.5911111111111111,60
4,1,SAFE-MLP [task-rel],5,0.6221198156682027,87
4,1,SAFE-MLP [task-rel],6,0.604040404040404,63
4,1,H&S,-1,0.7750484809308339,210
4,1,H&S,1,0.5633333333333334,60
4,1,H&S,5,0.7908986175115207,87
4,1,H&S,6,0.8858585858585859,63
4,1,H&S [task-rel],-1,0.7205651491365777,210
4,1,H&S [task-rel],1,0.5066666666666667,60
4,1,H&S [task-rel],5,0.7056451612903226,87
4,1,H&S [task-rel],6,0.8818181818181818,63
4,1,SAFE-Embed,-1,0.7792039892880229,210
4,1,SAFE-Embed,1,0.7677777777777778,60
4,1,SAFE-Embed,5,0.8052995391705069,87
4,1,SAFE-Embed,6,0.8464646464646465,63
4,1,SAFE-Embed [task-rel],-1,0.8059839320343523,210
4,1,SAFE-Embed [task-rel],1,0.9455555555555556,60
4,1,SAFE-Embed [task-rel],5,0.7119815668202765,87
4,1,SAFE-Embed [task-rel],6,0.8777777777777778,63
4,1,hand:cum_mean_token_entropy,-1,0.6042109151352849,210
4,1,hand:cum_mean_token_entropy,1,0.48333333333333334,60
4,1,hand:cum_mean_token_entropy,5,0.6036866359447005,87
4,1,hand:cum_mean_token_entropy,6,0.7070707070707071,63
4,1,hand:cum_mean_token_entropy [task-rel],-1,0.6418875242404655,210
4,1,hand:cum_mean_token_entropy [task-rel],1,0.7055555555555556,60
4,1,hand:cum_mean_token_entropy [task-rel],5,0.5858294930875576,87
4,1,hand:cum_mean_token_entropy [task-rel],6,0.6232323232323232,63
4,1,hand:mean_token_entropy,-1,0.4108412595807554,210
4,1,hand:mean_token_entropy,1,0.5644444444444444,60
4,1,hand:mean_token_entropy,5,0.40610599078341014,87
4,1,hand:mean_token_entropy,6,0.2676767676767677,63
4,1,hand:mean_token_entropy [task-rel],-1,0.4732662295687506,210
4,1,hand:mean_token_entropy [task-rel],1,0.4666666666666667,60
4,1,hand:mean_token_entropy [task-rel],5,0.4815668202764977,87
4,1,hand:mean_token_entropy [task-rel],6,0.4727272727272727,63
4,1,hand:cum_max_token_entropy,-1,0.5735524979222458,210
4,1,hand:cum_max_token_entropy,1,0.44222222222222224,60
4,1,hand:cum_max_token_entropy,5,0.5472350230414746,87
4,1,hand:cum_max_token_entropy,6,0.6626262626262627,63
4,1,hand:cum_max_token_entropy [task-rel],-1,0.6188013667005263,210
4,1,hand:cum_max_token_entropy [task-rel],1,0.66,60
4,1,hand:cum_max_token_entropy [task-rel],5,0.5155529953917051,87
4,1,hand:cum_max_token_entropy [task-rel],6,0.705050505050505,63
4,1,hand:cum_mean_token_prob,-1,0.5217471604026226,210
4,1,hand:cum_mean_token_prob,1,0.6822222222222222,60
4,1,hand:cum_mean_token_prob,5,0.4890552995391705,87
4,1,hand:cum_mean_token_prob,6,0.4161616161616162,63
4,1,hand:cum_mean_token_prob [task-rel],-1,0.6173238526179703,210
4,1,hand:cum_mean_token_prob [task-rel],1,0.6177777777777778,60
4,1,hand:cum_mean_token_prob [task-rel],5,0.5662442396313364,87
4,1,hand:cum_mean_token_prob [task-rel],6,0.6595959595959596,63
4,1,hand:cum_dpos,-1,0.48411672361252195,210
4,1,hand:cum_dpos,1,0.43555555555555553,60
4,1,hand:cum_dpos,5,0.48934331797235026,87
4,1,hand:cum_dpos,6,0.5161616161616162,63
4,1,hand:cum_dpos [task-rel],-1,0.5492658601902299,210
4,1,hand:cum_dpos [task-rel],1,0.8088888888888889,60
4,1,hand:cum_dpos [task-rel],5,0.5380184331797235,87
4,1,hand:cum_dpos [task-rel],6,0.3838383838383838,63
4,1,hand:cum_drot,-1,0.4765906362545018,210
4,1,hand:cum_drot,1,0.3488888888888889,60
4,1,hand:cum_drot,5,0.44297235023041476,87
4,1,hand:cum_drot,6,0.5383838383838384,63
4,1,hand:cum_drot [task-rel],-1,0.5093729799612152,210
4,1,hand:cum_drot [task-rel],1,0.6933333333333334,60
4,1,hand:cum_drot [task-rel],5,0.5794930875576036,87
4,1,hand:cum_drot [task-rel],6,0.43434343434343436,63
4,1,hand:dgripper,-1,0.4411764705882353,210
4,1,hand:dgripper,1,0.5,60
4,1,hand:dgripper,5,0.39285714285714285,87
4,1,hand:dgripper,6,0.4696969696969697,63
4,1,hand:dgripper [task-rel],-1,0.4439006371779481,210
4,1,hand:dgripper [task-rel],1,0.49944444444444447,60
4,1,hand:dgripper [task-rel],5,0.39285714285714285,87
4,1,hand:dgripper [task-rel],6,0.48535353535353537,63
5,0,SAFE-MLP,-1,0.7945331978945425,210
5,0,SAFE-MLP,2,0.7211111111111111,60
5,0,SAFE-MLP,5,0.8387096774193549,87
5,0,SAFE-MLP,6,0.8777777777777778,63
5,0,SAFE-MLP [task-rel],-1,0.6212946717148398,210
5,0,SAFE-MLP [task-rel],2,0.6233333333333333,60
5,0,SAFE-MLP [task-rel],5,0.6549539170506913,87
5,0,SAFE-MLP [task-rel],6,0.5444444444444444,63
5,0,H&S,-1,0.7415273801828424,210
5,0,H&S,2,0.6277777777777778,60
5,0,H&S,5,0.7108294930875576,87
5,0,H&S,6,0.8808080808080808,63
5,0,H&S [task-rel],-1,0.6952627204728045,210
5,0,H&S [task-rel],2,0.5766666666666667,60
5,0,H&S [task-rel],5,0.6762672811059908,87
5,0,H&S [task-rel],6,0.8727272727272727,63
5,0,SAFE-Embed,-1,0.8006279434850864,210
5,0,SAFE-Embed,2,0.7688888888888888,60
5,0,SAFE-Embed,5,0.7903225806451613,87
5,0,SAFE-Embed,6,0.8686868686868687,63
5,0,SAFE-Embed [task-rel],-1,0.7546403176655277,210
5,0,SAFE-Embed [task-rel],2,0.67,60
5,0,SAFE-Embed [task-rel],5,0.7142857142857143,87
5,0,SAFE-Embed [task-rel],6,0.9090909090909091,63
5,0,hand:cum_mean_token_entropy,-1,0.6069812540400775,210
5,0,hand:cum_mean_token_entropy,2,0.5344444444444445,60
5,0,hand:cum_mean_token_entropy,5,0.6036866359447005,87
5,0,hand:cum_mean_token_entropy,6,0.7070707070707071,63
5,0,hand:cum_mean_token_entropy [task-rel],-1,0.6236956320989935,210
5,0,hand:cum_mean_token_entropy [task-rel],2,0.6144444444444445,60
5,0,hand:cum_mean_token_entropy [task-rel],5,0.5858294930875576,87
5,0,hand:cum_mean_token_entropy [task-rel],6,0.6232323232323232,63
5,0,hand:mean_token_entropy,-1,0.3597746791024102,210
5,0,hand:mean_token_entropy,2,0.35555555555555557,60
5,0,hand:mean_token_entropy,5,0.40610599078341014,87
5,0,hand:mean_token_entropy,6,0.2676767676767677,63
5,0,hand:mean_token_entropy [task-rel],-1,0.4309723889555822,210
5,0,hand:mean_token_entropy [task-rel],2,0.31555555555555553,60
5,0,hand:mean_token_entropy [task-rel],5,0.4815668202764977,87
5,0,hand:mean_token_entropy [task-rel],6,0.4727272727272727,63
5,0,hand:cum_max_token_entropy,-1,0.5839874411302983,210
5,0,hand:cum_max_token_entropy,2,0.5055555555555555,60
5,0,hand:cum_max_token_entropy,5,0.5472350230414746,87
5,0,hand:cum_max_token_entropy,6,0.6626262626262627,63
5,0,hand:cum_max_token_entropy [task-rel],-1,0.595807553790747,210
5,0,hand:cum_max_token_entropy [task-rel],2,0.59,60
5,0,hand:cum_max_token_entropy [task-rel],5,0.5155529953917051,87
5,0,hand:cum_max_token_entropy [task-rel],6,0.705050505050505,63
5,0,hand:cum_mean_token_prob,-1,0.45368916797488223,210
5,0,hand:cum_mean_token_prob,2,0.44333333333333336,60
5,0,hand:cum_mean_token_prob,5,0.4890552995391705,87
5,0,hand:cum_mean_token_prob,6,0.4161616161616162,63
5,0,hand:cum_mean_token_prob [task-rel],-1,0.6398559423769508,210
5,0,hand:cum_mean_token_prob [task-rel],2,0.6711111111111111,60
5,0,hand:cum_mean_token_prob [task-rel],5,0.5662442396313364,87
5,0,hand:cum_mean_token_prob [task-rel],6,0.6595959595959596,63
5,0,hand:cum_dpos,-1,0.5071105365223012,210
5,0,hand:cum_dpos,2,0.4922222222222222,60
5,0,hand:cum_dpos,5,0.48934331797235026,87
5,0,hand:cum_dpos,6,0.5161616161616162,63
5,0,hand:cum_dpos [task-rel],-1,0.4692030658417213,210
5,0,hand:cum_dpos [task-rel],2,0.48,60
5,0,hand:cum_dpos [task-rel],5,0.5380184331797235,87
5,0,hand:cum_dpos [task-rel],6,0.3838383838383838,63
5,0,hand:cum_drot,-1,0.498106935081725,210
5,0,hand:cum_drot,2,0.41444444444444445,60
5,0,hand:cum_drot,5,0.5374423963133641,87
5,0,hand:cum_drot,6,0.6,63
5,0,hand:cum_drot [task-rel],-1,0.5357835441869055,210
5,0,hand:cum_drot [task-rel],2,0.6188888888888889,60
5,0,hand:cum_drot [task-rel],5,0.506336405529954,87
5,0,hand:cum_drot [task-rel],6,0.4111111111111111,63
5,0,hand:dgripper,-1,0.4957983193277311,210
5,0,hand:dgripper,2,0.48333333333333334,60
5,0,hand:dgripper,5,0.5,87
5,0,hand:dgripper,6,0.5,63
5,0,hand:dgripper [task-rel],-1,0.49866100286268356,210
5,0,hand:dgripper [task-rel],2,0.5166666666666667,60
5,0,hand:dgripper [task-rel],5,0.5,87
5,0,hand:dgripper [task-rel],6,0.48333333333333334,63
5,1,SAFE-MLP,-1,0.783359497645212,210
5,1,SAFE-MLP,2,0.6622222222222223,60
5,1,SAFE-MLP,5,0.8623271889400922,87
5,1,SAFE-MLP,6,0.9242424242424242,63
5,1,SAFE-MLP [task-rel],-1,0.5842644750207775,210
5,1,SAFE-MLP [task-rel],2,0.5544444444444444,60
5,1,SAFE-MLP [task-rel],5,0.5794930875576036,87
5,1,SAFE-MLP [task-rel],6,0.692929292929293,63
5,1,H&S,-1,0.7385723520177302,210
5,1,H&S,2,0.63,60
5,1,H&S,5,0.7154377880184332,87
5,1,H&S,6,0.8767676767676768,63
5,1,H&S [task-rel],-1,0.7293378890017546,210
5,1,H&S [task-rel],2,0.6,60
5,1,H&S [task-rel],5,0.6699308755760369,87
5,1,H&S [task-rel],6,0.8737373737373737,63
5,1,SAFE-Embed,-1,0.7965647797580571,210
5,1,SAFE-Embed,2,0.7655555555555555,60
5,1,SAFE-Embed,5,0.7811059907834101,87
5,1,SAFE-Embed,6,0.8818181818181818,63
5,1,SAFE-Embed [task-rel],-1,0.743558962046357,210
5,1,SAFE-Embed [task-rel],2,0.6955555555555556,60
5,1,SAFE-Embed [task-rel],5,0.7102534562211982,87
5,1,SAFE-Embed [task-rel],6,0.8747474747474747,63
5,1,hand:cum_mean_token_entropy,-1,0.6069812540400775,210
5,1,hand:cum_mean_token_entropy,2,0.5344444444444445,60
5,1,hand:cum_mean_token_entropy,5,0.6036866359447005,87
5,1,hand:cum_mean_token_entropy,6,0.7070707070707071,63
5,1,hand:cum_mean_token_entropy [task-rel],-1,0.6236956320989935,210
5,1,hand:cum_mean_token_entropy [task-rel],2,0.6144444444444445,60
5,1,hand:cum_mean_token_entropy [task-rel],5,0.5858294930875576,87
5,1,hand:cum_mean_token_entropy [task-rel],6,0.6232323232323232,63
5,1,hand:mean_token_entropy,-1,0.3597746791024102,210
5,1,hand:mean_token_entropy,2,0.35555555555555557,60
5,1,hand:mean_token_entropy,5,0.40610599078341014,87
5,1,hand:mean_token_entropy,6,0.2676767676767677,63
5,1,hand:mean_token_entropy [task-rel],-1,0.4309723889555822,210
5,1,hand:mean_token_entropy [task-rel],2,0.31555555555555553,60
5,1,hand:mean_token_entropy [task-rel],5,0.4815668202764977,87
5,1,hand:mean_token_entropy [task-rel],6,0.4727272727272727,63
5,1,hand:cum_max_token_entropy,-1,0.5839874411302983,210
5,1,hand:cum_max_token_entropy,2,0.5055555555555555,60
5,1,hand:cum_max_token_entropy,5,0.5472350230414746,87
5,1,hand:cum_max_token_entropy,6,0.6626262626262627,63
5,1,hand:cum_max_token_entropy [task-rel],-1,0.595807553790747,210
5,1,hand:cum_max_token_entropy [task-rel],2,0.59,60
5,1,hand:cum_max_token_entropy [task-rel],5,0.5155529953917051,87
5,1,hand:cum_max_token_entropy [task-rel],6,0.705050505050505,63
5,1,hand:cum_mean_token_prob,-1,0.4006833502631822,210
5,1,hand:cum_mean_token_prob,2,0.4388888888888889,60
5,1,hand:cum_mean_token_prob,5,0.3824884792626728,87
5,1,hand:cum_mean_token_prob,6,0.3474747474747475,63
5,1,hand:cum_mean_token_prob [task-rel],-1,0.3775048480930834,210
5,1,hand:cum_mean_token_prob [task-rel],2,0.35777777777777775,60
