fold,seed,detector,frac,auroc
1,0,hand:cum_mean_token_entropy [task-rel],0.3,0.45568561872909696
1,0,hand:cum_mean_token_entropy [task-rel],0.4,0.4998805542283803
1,0,hand:cum_mean_token_entropy [task-rel],0.5,0.5115862398471094
1,0,hand:cum_mean_token_entropy [task-rel],0.6,0.5263975155279503
1,0,hand:cum_mean_token_entropy [task-rel],0.7,0.5366698518872431
1,0,hand:cum_mean_token_entropy [task-rel],0.8,0.5404921165790731
1,0,hand:cum_mean_token_entropy [task-rel],0.9,0.5412087912087912
1,0,hand:cum_mean_token_entropy [task-rel],1.0,0.5418060200668896
1,0,hand:mean_token_entropy,0.1,0.3489010989010989
1,0,hand:mean_token_entropy,0.2,0.35248447204968947
1,0,hand:mean_token_entropy,0.3,0.34316770186335405
1,0,hand:mean_token_entropy,0.4,0.3730291447682752
1,0,hand:mean_token_entropy,0.5,0.38115145723841376
1,0,hand:mean_token_entropy,0.6,0.38282369804108934
1,0,hand:mean_token_entropy,0.7,0.3917821309125657
1,0,hand:mean_token_entropy,0.8,0.387123745819398
1,0,hand:mean_token_entropy,0.9,0.38819875776397517
1,0,hand:mean_token_entropy,1.0,0.3843764930721452
1,0,hand:mean_token_entropy [task-rel],0.1,0.41328236980410893
1,0,hand:mean_token_entropy [task-rel],0.2,0.3575011944577162
1,0,hand:mean_token_entropy [task-rel],0.3,0.3922599139990444
1,0,hand:mean_token_entropy [task-rel],0.4,0.4323936932632585
1,0,hand:mean_token_entropy [task-rel],0.5,0.411371237458194
1,0,hand:mean_token_entropy [task-rel],0.6,0.41555183946488294
1,0,hand:mean_token_entropy [task-rel],0.7,0.3944099378881988
1,0,hand:mean_token_entropy [task-rel],0.8,0.40289058767319635
1,0,hand:mean_token_entropy [task-rel],0.9,0.40157668418537984
1,0,hand:mean_token_entropy [task-rel],1.0,0.407190635451505
1,0,hand:cum_max_token_entropy,0.1,0.4276158623984711
1,0,hand:cum_max_token_entropy,0.2,0.5216196846631629
1,0,hand:cum_max_token_entropy,0.3,0.5181557572861921
1,0,hand:cum_max_token_entropy,0.4,0.5366698518872431
1,0,hand:cum_max_token_entropy,0.5,0.5581700907787864
1,0,hand:cum_max_token_entropy,0.6,0.5705924510272337
1,0,hand:cum_max_token_entropy,0.7,0.581820353559484
1,0,hand:cum_max_token_entropy,0.8,0.5877926421404682
1,0,hand:cum_max_token_entropy,0.9,0.5914954610606784
1,0,hand:cum_max_token_entropy,1.0,0.59089823220258
1,0,hand:cum_max_token_entropy [task-rel],0.1,0.4611801242236025
1,0,hand:cum_max_token_entropy [task-rel],0.2,0.47085523172479693
1,0,hand:cum_max_token_entropy [task-rel],0.3,0.5266364070711896
1,0,hand:cum_max_token_entropy [task-rel],0.4,0.5316531294792164
1,0,hand:cum_max_token_entropy [task-rel],0.5,0.5289058767319637
1,0,hand:cum_max_token_entropy [task-rel],0.6,0.5254419493549929
1,0,hand:cum_max_token_entropy [task-rel],0.7,0.5260391782130912
1,0,hand:cum_max_token_entropy [task-rel],0.8,0.5271141901576685
1,0,hand:cum_max_token_entropy [task-rel],0.9,0.5346392737697085
1,0,hand:cum_max_token_entropy [task-rel],1.0,0.5381032011466794
1,0,hand:cum_mean_token_prob,0.1,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.2,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.3,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.4,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.5,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.6,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.7,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.8,0.4267797419971333
1,0,hand:cum_mean_token_prob,0.9,0.4267797419971333
1,0,hand:cum_mean_token_prob,1.0,0.4267797419971333
1,0,hand:cum_mean_token_prob [task-rel],0.1,0.46691352126134733
1,0,hand:cum_mean_token_prob [task-rel],0.2,0.45090778786430963
1,0,hand:cum_mean_token_prob [task-rel],0.3,0.4392021022455805
1,0,hand:cum_mean_token_prob [task-rel],0.4,0.4658385093167702
1,0,hand:cum_mean_token_prob [task-rel],0.5,0.49581939799331104
1,0,hand:cum_mean_token_prob [task-rel],0.6,0.4992833253702819
1,0,hand:cum_mean_token_prob [task-rel],0.7,0.4986860965121835
1,0,hand:cum_mean_token_prob [task-rel],0.8,0.5015527950310559
1,0,hand:cum_mean_token_prob [task-rel],0.9,0.5076445293836598
1,0,hand:cum_mean_token_prob [task-rel],1.0,0.5047778308647873
1,0,hand:cum_dpos,0.1,0.4228380315336837
1,0,hand:cum_dpos,0.2,0.4690635451505017
1,0,hand:cum_dpos,0.3,0.4750358337314859
1,0,hand:cum_dpos,0.4,0.4626134734830387
1,0,hand:cum_dpos,0.5,0.4335881509794553
1,0,hand:cum_dpos,0.6,0.40539894887720973
1,0,hand:cum_dpos,0.7,0.4042044911610129
1,0,hand:cum_dpos,0.8,0.400382226469183
1,0,hand:cum_dpos,0.9,0.37577639751552794
1,0,hand:cum_dpos,1.0,0.3792403248924988
1,0,hand:cum_dpos [task-rel],0.1,0.433707596751075
1,0,hand:cum_dpos [task-rel],0.2,0.42857142857142855
1,0,hand:cum_dpos [task-rel],0.3,0.4523411371237458
1,0,hand:cum_dpos [task-rel],0.4,0.47706641184902054
1,0,hand:cum_dpos [task-rel],0.5,0.5025083612040134
1,0,hand:cum_dpos [task-rel],0.6,0.5262780697563306
1,0,hand:cum_dpos [task-rel],0.7,0.5222169135212613
1,0,hand:cum_dpos [task-rel],0.8,0.5274725274725275
1,0,hand:cum_dpos [task-rel],0.9,0.5250836120401338
1,0,hand:cum_dpos [task-rel],1.0,0.5258002866698519
1,0,hand:cum_drot,0.1,0.43788819875776397
1,0,hand:cum_drot,0.2,0.47611084567606304
1,0,hand:cum_drot,0.3,0.4741997133301481
1,0,hand:cum_drot,0.4,0.4819636884854276
1,0,hand:cum_drot,0.5,0.48638318203535597
1,0,hand:cum_drot,0.6,0.4866220735785953
1,0,hand:cum_drot,0.7,0.4973721930243669
1,0,hand:cum_drot,0.8,0.5011944577161969
1,0,hand:cum_drot,0.9,0.4973721930243669
1,0,hand:cum_drot,1.0,0.49713330148112755
1,0,hand:cum_drot [task-rel],0.1,0.5280697563306259
1,0,hand:cum_drot [task-rel],0.2,0.4319159101767797
1,0,hand:cum_drot [task-rel],0.3,0.47001911132345914
1,0,hand:cum_drot [task-rel],0.4,0.49880554228380314
1,0,hand:cum_drot [task-rel],0.5,0.542044911610129
1,0,hand:cum_drot [task-rel],0.6,0.5697563306258958
1,0,hand:cum_drot [task-rel],0.7,0.5587673196368849
1,0,hand:cum_drot [task-rel],0.8,0.5674868609651218
1,0,hand:cum_drot [task-rel],0.9,0.5699952221691352
1,0,hand:cum_drot [task-rel],1.0,0.575011944577162
1,0,hand:dgripper,0.1,0.5
1,0,hand:dgripper,0.2,0.5
1,0,hand:dgripper,0.3,0.5
1,0,hand:dgripper,0.4,0.5
1,0,hand:dgripper,0.5,0.5
1,0,hand:dgripper,0.6,0.5
1,0,hand:dgripper,0.7,0.5
1,0,hand:dgripper,0.8,0.5
1,0,hand:dgripper,0.9,0.5
1,0,hand:dgripper,1.0,0.5
1,0,hand:dgripper [task-rel],0.1,0.5060320114667941
1,0,hand:dgripper [task-rel],0.2,0.5061514572384138
1,0,hand:dgripper [task-rel],0.3,0.5071070234113713
1,0,hand:dgripper [task-rel],0.4,0.50758480649785
1,0,hand:dgripper [task-rel],0.5,0.5078236980410894
1,0,hand:dgripper [task-rel],0.6,0.507943143812709
1,0,hand:dgripper [task-rel],0.7,0.507943143812709
1,0,hand:dgripper [task-rel],0.8,0.507943143812709
1,0,hand:dgripper [task-rel],0.9,0.5080625895843287
1,0,hand:dgripper [task-rel],1.0,0.5080625895843287
1,1,SAFE-MLP,0.1,0.5252030578117535
1,1,SAFE-MLP,0.2,0.533325370281892
1,1,SAFE-MLP,0.3,0.5511227902532251
1,1,SAFE-MLP,0.4,0.560200668896321
1,1,SAFE-MLP,0.5,0.5833731485905399
1,1,SAFE-MLP,0.6,0.6184902054467272
1,1,SAFE-MLP,0.7,0.6618490205446728
1,1,SAFE-MLP,0.8,0.6877687529861443
1,1,SAFE-MLP,0.9,0.7048494983277592
1,1,SAFE-MLP,1.0,0.7145246058289536
1,1,SAFE-MLP [task-rel],0.1,0.38855709507883424
1,1,SAFE-MLP [task-rel],0.2,0.3932154801720019
1,1,SAFE-MLP [task-rel],0.3,0.4423076923076923
1,1,SAFE-MLP [task-rel],0.4,0.47527472527472525
1,1,SAFE-MLP [task-rel],0.5,0.5115862398471094
1,1,SAFE-MLP [task-rel],0.6,0.5492116579073101
1,1,SAFE-MLP [task-rel],0.7,0.5720258002866698
1,1,SAFE-MLP [task-rel],0.8,0.5834925943621596
1,1,SAFE-MLP [task-rel],0.9,0.5936454849498328
1,1,SAFE-MLP [task-rel],1.0,0.5971094123268036
1,1,H&S,0.1,0.4657190635451505
1,1,H&S,0.2,0.44135212613473485
1,1,H&S,0.3,0.42821309125656953
1,1,H&S,0.4,0.43024366937410413
1,1,H&S,0.5,0.524605828953655
1,1,H&S,0.6,0.5482560917343526
1,1,H&S,0.7,0.5494505494505495
1,1,H&S,0.8,0.5725035833731486
1,1,H&S,0.9,0.6004538939321548
1,1,H&S,1.0,0.6266125179168658
1,1,H&S [task-rel],0.1,0.4358576206402293
1,1,H&S [task-rel],0.2,0.43824653607262304
1,1,H&S [task-rel],0.3,0.4259436215957955
1,1,H&S [task-rel],0.4,0.43573817486860966
1,1,H&S [task-rel],0.5,0.5261586239847109
1,1,H&S [task-rel],0.6,0.5402532250358337
1,1,H&S [task-rel],0.7,0.5346392737697085
1,1,H&S [task-rel],0.8,0.5514811275680841
1,1,H&S [task-rel],0.9,0.5699952221691352
1,1,H&S [task-rel],1.0,0.590181557572862
1,1,SAFE-Embed,0.1,0.5987816531294792
1,1,SAFE-Embed,0.2,0.4399187768752986
1,1,SAFE-Embed,0.3,0.41686574295269946
1,1,SAFE-Embed,0.4,0.429168657429527
1,1,SAFE-Embed,0.5,0.46129956999522215
1,1,SAFE-Embed,0.6,0.5066889632107023
1,1,SAFE-Embed,0.7,0.5391782130912566
1,1,SAFE-Embed,0.8,0.5661729574773053
1,1,SAFE-Embed,0.9,0.5997372193024367
1,1,SAFE-Embed,1.0,0.6372431915910177
1,1,SAFE-Embed [task-rel],0.1,0.3494983277591973
1,1,SAFE-Embed [task-rel],0.2,0.3468705207835643
1,1,SAFE-Embed [task-rel],0.3,0.39202102245580506
1,1,SAFE-Embed [task-rel],0.4,0.4245102723363593
1,1,SAFE-Embed [task-rel],0.5,0.45652173913043476
1,1,SAFE-Embed [task-rel],0.6,0.49426660296225516
1,1,SAFE-Embed [task-rel],0.7,0.5303392259913999
1,1,SAFE-Embed [task-rel],0.8,0.5494505494505495
1,1,SAFE-Embed [task-rel],0.9,0.5747730530339226
1,1,SAFE-Embed [task-rel],1.0,0.5870759675107501
1,1,hand:cum_mean_token_entropy,0.1,0.37661251791686573
1,1,hand:cum_mean_token_entropy,0.2,0.4039655996177735
1,1,hand:cum_mean_token_entropy,0.3,0.4039655996177735
1,1,hand:cum_mean_token_entropy,0.4,0.4677496416626851
1,1,hand:cum_mean_token_entropy,0.5,0.47551361681796467
1,1,hand:cum_mean_token_entropy,0.6,0.4952221691352126
1,1,hand:cum_mean_token_entropy,0.7,0.4878165312947922
1,1,hand:cum_mean_token_entropy,0.8,0.5114667940754897
1,1,hand:cum_mean_token_entropy,0.9,0.5106306736741519
1,1,hand:cum_mean_token_entropy,1.0,0.5520783564261825
1,1,hand:cum_mean_token_entropy [task-rel],0.1,0.39751552795031053
1,1,hand:cum_mean_token_entropy [task-rel],0.2,0.41782130912565696
1,1,hand:cum_mean_token_entropy [task-rel],0.3,0.45568561872909696
1,1,hand:cum_mean_token_entropy [task-rel],0.4,0.4998805542283803
1,1,hand:cum_mean_token_entropy [task-rel],0.5,0.5115862398471094
1,1,hand:cum_mean_token_entropy [task-rel],0.6,0.5263975155279503
1,1,hand:cum_mean_token_entropy [task-rel],0.7,0.5366698518872431
1,1,hand:cum_mean_token_entropy [task-rel],0.8,0.5404921165790731
1,1,hand:cum_mean_token_entropy [task-rel],0.9,0.5412087912087912
1,1,hand:cum_mean_token_entropy [task-rel],1.0,0.5418060200668896
1,1,hand:mean_token_entropy,0.1,0.3489010989010989
1,1,hand:mean_token_entropy,0.2,0.35248447204968947
1,1,hand:mean_token_entropy,0.3,0.34316770186335405
1,1,hand:mean_token_entropy,0.4,0.3730291447682752
1,1,hand:mean_token_entropy,0.5,0.38115145723841376
1,1,hand:mean_token_entropy,0.6,0.38282369804108934
1,1,hand:mean_token_entropy,0.7,0.3917821309125657
1,1,hand:mean_token_entropy,0.8,0.387123745819398
1,1,hand:mean_token_entropy,0.9,0.38819875776397517
1,1,hand:mean_token_entropy,1.0,0.3843764930721452
1,1,hand:mean_token_entropy [task-rel],0.1,0.41328236980410893
1,1,hand:mean_token_entropy [task-rel],0.2,0.3575011944577162
1,1,hand:mean_token_entropy [task-rel],0.3,0.3922599139990444
1,1,hand:mean_token_entropy [task-rel],0.4,0.4323936932632585
1,1,hand:mean_token_entropy [task-rel],0.5,0.411371237458194
1,1,hand:mean_token_entropy [task-rel],0.6,0.41555183946488294
1,1,hand:mean_token_entropy [task-rel],0.7,0.3944099378881988
1,1,hand:mean_token_entropy [task-rel],0.8,0.40289058767319635
1,1,hand:mean_token_entropy [task-rel],0.9,0.40157668418537984
1,1,hand:mean_token_entropy [task-rel],1.0,0.407190635451505
1,1,hand:cum_max_token_entropy,0.1,0.4276158623984711
1,1,hand:cum_max_token_entropy,0.2,0.5216196846631629
1,1,hand:cum_max_token_entropy,0.3,0.5181557572861921
1,1,hand:cum_max_token_entropy,0.4,0.5366698518872431
1,1,hand:cum_max_token_entropy,0.5,0.5581700907787864
1,1,hand:cum_max_token_entropy,0.6,0.5705924510272337
1,1,hand:cum_max_token_entropy,0.7,0.581820353559484
1,1,hand:cum_max_token_entropy,0.8,0.5877926421404682
1,1,hand:cum_max_token_entropy,0.9,0.5914954610606784
1,1,hand:cum_max_token_entropy,1.0,0.59089823220258
1,1,hand:cum_max_token_entropy [task-rel],0.1,0.4611801242236025
1,1,hand:cum_max_token_entropy [task-rel],0.2,0.47085523172479693
1,1,hand:cum_max_token_entropy [task-rel],0.3,0.5266364070711896
1,1,hand:cum_max_token_entropy [task-rel],0.4,0.5316531294792164
1,1,hand:cum_max_token_entropy [task-rel],0.5,0.5289058767319637
1,1,hand:cum_max_token_entropy [task-rel],0.6,0.5254419493549929
1,1,hand:cum_max_token_entropy [task-rel],0.7,0.5260391782130912
1,1,hand:cum_max_token_entropy [task-rel],0.8,0.5271141901576685
1,1,hand:cum_max_token_entropy [task-rel],0.9,0.5346392737697085
1,1,hand:cum_max_token_entropy [task-rel],1.0,0.5381032011466794
1,1,hand:cum_mean_token_prob,0.1,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.2,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.3,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.4,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.5,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.6,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.7,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.8,0.4267797419971333
1,1,hand:cum_mean_token_prob,0.9,0.4267797419971333
1,1,hand:cum_mean_token_prob,1.0,0.4267797419971333
1,1,hand:cum_mean_token_prob [task-rel],0.1,0.46691352126134733
1,1,hand:cum_mean_token_prob [task-rel],0.2,0.45090778786430963
1,1,hand:cum_mean_token_prob [task-rel],0.3,0.4392021022455805
1,1,hand:cum_mean_token_prob [task-rel],0.4,0.4658385093167702
1,1,hand:cum_mean_token_prob [task-rel],0.5,0.49581939799331104
1,1,hand:cum_mean_token_prob [task-rel],0.6,0.4992833253702819
1,1,hand:cum_mean_token_prob [task-rel],0.7,0.4986860965121835
1,1,hand:cum_mean_token_prob [task-rel],0.8,0.5015527950310559
1,1,hand:cum_mean_token_prob [task-rel],0.9,0.5076445293836598
1,1,hand:cum_mean_token_prob [task-rel],1.0,0.5047778308647873
1,1,hand:cum_dpos,0.1,0.4228380315336837
1,1,hand:cum_dpos,0.2,0.4690635451505017
1,1,hand:cum_dpos,0.3,0.4750358337314859
1,1,hand:cum_dpos,0.4,0.4626134734830387
1,1,hand:cum_dpos,0.5,0.4335881509794553
1,1,hand:cum_dpos,0.6,0.40539894887720973
1,1,hand:cum_dpos,0.7,0.4042044911610129
1,1,hand:cum_dpos,0.8,0.400382226469183
1,1,hand:cum_dpos,0.9,0.37577639751552794
1,1,hand:cum_dpos,1.0,0.3792403248924988
1,1,hand:cum_dpos [task-rel],0.1,0.433707596751075
1,1,hand:cum_dpos [task-rel],0.2,0.42857142857142855
1,1,hand:cum_dpos [task-rel],0.3,0.4523411371237458
1,1,hand:cum_dpos [task-rel],0.4,0.47706641184902054
1,1,hand:cum_dpos [task-rel],0.5,0.5025083612040134
1,1,hand:cum_dpos [task-rel],0.6,0.5262780697563306
1,1,hand:cum_dpos [task-rel],0.7,0.5222169135212613
1,1,hand:cum_dpos [task-rel],0.8,0.5274725274725275
1,1,hand:cum_dpos [task-rel],0.9,0.5250836120401338
1,1,hand:cum_dpos [task-rel],1.0,0.5258002866698519
1,1,hand:cum_drot,0.1,0.43788819875776397
1,1,hand:cum_drot,0.2,0.47611084567606304
1,1,hand:cum_drot,0.3,0.4741997133301481
1,1,hand:cum_drot,0.4,0.4819636884854276
1,1,hand:cum_drot,0.5,0.48638318203535597
1,1,hand:cum_drot,0.6,0.4866220735785953
1,1,hand:cum_drot,0.7,0.4973721930243669
1,1,hand:cum_drot,0.8,0.5011944577161969
1,1,hand:cum_drot,0.9,0.4973721930243669
1,1,hand:cum_drot,1.0,0.49713330148112755
1,1,hand:cum_drot [task-rel],0.1,0.5280697563306259
1,1,hand:cum_drot [task-rel],0.2,0.4319159101767797
1,1,hand:cum_drot [task-rel],0.3,0.47001911132345914
1,1,hand:cum_drot [task-rel],0.4,0.49880554228380314
1,1,hand:cum_drot [task-rel],0.5,0.542044911610129
1,1,hand:cum_drot [task-rel],0.6,0.5697563306258958
1,1,hand:cum_drot [task-rel],0.7,0.5587673196368849
1,1,hand:cum_drot [task-rel],0.8,0.5674868609651218
1,1,hand:cum_drot [task-rel],0.9,0.5699952221691352
1,1,hand:cum_drot [task-rel],1.0,0.575011944577162
1,1,hand:dgripper,0.1,0.5005972288580984
1,1,hand:dgripper,0.2,0.5061514572384138
1,1,hand:dgripper,0.3,0.49528189202102246
1,1,hand:dgripper,0.4,0.44206880076445293
1,1,hand:dgripper,0.5,0.3883182035355948
1,1,hand:dgripper,0.6,0.3725513616817965
1,1,hand:dgripper,0.7,0.34561634018155757
1,1,hand:dgripper,0.8,0.3514691829909221
1,1,hand:dgripper,0.9,0.36257763975155277
1,1,hand:dgripper,1.0,0.38461538461538464
1,1,hand:dgripper [task-rel],0.1,0.49432632584806496
1,1,hand:dgripper [task-rel],0.2,0.5060320114667941
1,1,hand:dgripper [task-rel],0.3,0.49480410893454374
1,1,hand:dgripper [task-rel],0.4,0.4331103678929766
1,1,hand:dgripper [task-rel],0.5,0.37816531294792166
1,1,hand:dgripper [task-rel],0.6,0.37064022933588153
1,1,hand:dgripper [task-rel],0.7,0.33970377448638317
1,1,hand:dgripper [task-rel],0.8,0.34346631629240326
1,1,hand:dgripper [task-rel],0.9,0.36221930243669376
1,1,hand:dgripper [task-rel],1.0,0.3813903487816531
2,0,SAFE-MLP,0.1,0.5800174689440993
2,0,SAFE-MLP,0.2,0.5720108695652174
2,0,SAFE-MLP,0.3,0.578513198757764
2,0,SAFE-MLP,0.4,0.5744371118012422
2,0,SAFE-MLP,0.5,0.5920031055900621
2,0,SAFE-MLP,0.6,0.6467391304347826
2,0,SAFE-MLP,0.7,0.6975931677018633
2,0,SAFE-MLP,0.8,0.7450504658385093
2,0,SAFE-MLP,0.9,0.7827057453416149
2,0,SAFE-MLP,1.0,0.7993982919254659
2,0,SAFE-MLP [task-rel],0.1,0.4125582298136646
2,0,SAFE-MLP [task-rel],0.2,0.4546777950310559
2,0,SAFE-MLP [task-rel],0.3,0.40304736024844723
2,0,SAFE-MLP [task-rel],0.4,0.4107142857142857
2,0,SAFE-MLP [task-rel],0.5,0.4348796583850932
2,0,SAFE-MLP [task-rel],0.6,0.4561335403726708
2,0,SAFE-MLP [task-rel],0.7,0.46962344720496896
2,0,SAFE-MLP [task-rel],0.8,0.484472049689441
2,0,SAFE-MLP [task-rel],0.9,0.499805900621118
2,0,SAFE-MLP [task-rel],1.0,0.5049495341614907
2,0,H&S,0.1,0.5077639751552795
2,0,H&S,0.2,0.5071816770186336
2,0,H&S,0.3,0.5096079192546584
2,0,H&S,0.4,0.5279503105590062
2,0,H&S,0.5,0.5899650621118012
2,0,H&S,0.6,0.6582880434782609
2,0,H&S,0.7,0.7359277950310559
2,0,H&S,0.8,0.7819293478260869
2,0,H&S,0.9,0.8083268633540373
2,0,H&S,1.0,0.8339479813664596
2,0,H&S [task-rel],0.1,0.5145574534161491
2,0,H&S [task-rel],0.2,0.5056288819875776
2,0,H&S [task-rel],0.3,0.5069875776397516
2,0,H&S [task-rel],0.4,0.5106754658385093
2,0,H&S [task-rel],0.5,0.5595885093167702
2,0,H&S [task-rel],0.6,0.6235442546583851
2,0,H&S [task-rel],0.7,0.6914790372670807
2,0,H&S [task-rel],0.8,0.7150621118012422
2,0,H&S [task-rel],0.9,0.7398097826086957
2,0,H&S [task-rel],1.0,0.7635869565217391
2,0,SAFE-Embed,0.1,0.4299301242236025
2,0,SAFE-Embed,0.2,0.41750776397515527
2,0,SAFE-Embed,0.3,0.42876552795031053
2,0,SAFE-Embed,0.4,0.4559394409937888
2,0,SAFE-Embed,0.5,0.531055900621118
2,0,SAFE-Embed,0.6,0.640042701863354
2,0,SAFE-Embed,0.7,0.7112771739130435
2,0,SAFE-Embed,0.8,0.734472049689441
2,0,SAFE-Embed,0.9,0.7622282608695652
2,0,SAFE-Embed,1.0,0.7860054347826086
2,0,SAFE-Embed [task-rel],0.1,0.43216226708074534
2,0,SAFE-Embed [task-rel],0.2,0.44604037267080743
2,0,SAFE-Embed [task-rel],0.3,0.5173718944099379
2,0,SAFE-Embed [task-rel],0.4,0.5535714285714286
2,0,SAFE-Embed [task-rel],0.5,0.6126746894409938
2,0,SAFE-Embed [task-rel],0.6,0.671583850931677
2,0,SAFE-Embed [task-rel],0.7,0.7102096273291926
2,0,SAFE-Embed [task-rel],0.8,0.719623447204969
2,0,SAFE-Embed [task-rel],0.9,0.7310753105590062
2,0,SAFE-Embed [task-rel],1.0,0.7378687888198758
2,0,hand:cum_mean_token_entropy,0.1,0.44710791925465837
2,0,hand:cum_mean_token_entropy,0.2,0.4669060559006211
2,0,hand:cum_mean_token_entropy,0.3,0.48185170807453415
2,0,hand:cum_mean_token_entropy,0.4,0.5304736024844721
2,0,hand:cum_mean_token_entropy,0.5,0.5426048136645962
2,0,hand:cum_mean_token_entropy,0.6,0.5497864906832298
2,0,hand:cum_mean_token_entropy,0.7,0.5873447204968945
2,0,hand:cum_mean_token_entropy,0.8,0.625291149068323
2,0,hand:cum_mean_token_entropy,0.9,0.6362577639751553
2,0,hand:cum_mean_token_entropy,1.0,0.6657608695652174
2,0,hand:cum_mean_token_entropy [task-rel],0.1,0.42294254658385094
2,0,hand:cum_mean_token_entropy [task-rel],0.2,0.438179347826087
2,0,hand:cum_mean_token_entropy [task-rel],0.3,0.49291537267080743
2,0,hand:cum_mean_token_entropy [task-rel],0.4,0.5131017080745341
2,0,hand:cum_mean_token_entropy [task-rel],0.5,0.5245535714285714
2,0,hand:cum_mean_token_entropy [task-rel],0.6,0.5288237577639752
2,0,hand:cum_mean_token_entropy [task-rel],0.7,0.5423136645962733
2,0,hand:cum_mean_token_entropy [task-rel],0.8,0.5444487577639752
2,0,hand:cum_mean_token_entropy [task-rel],0.9,0.545516304347826
2,0,hand:cum_mean_token_entropy [task-rel],1.0,0.5461956521739131
2,0,hand:mean_token_entropy,0.1,0.5263004658385093
2,0,hand:mean_token_entropy,0.2,0.47389363354037267
2,0,hand:mean_token_entropy,0.3,0.500485248447205
2,0,hand:mean_token_entropy,0.4,0.45390139751552794
2,0,hand:mean_token_entropy,0.5,0.4355590062111801
2,0,hand:mean_token_entropy,0.6,0.4360442546583851
2,0,hand:mean_token_entropy,0.7,0.3952833850931677
2,0,hand:mean_token_entropy,0.8,0.4110054347826087
2,0,hand:mean_token_entropy,0.9,0.3889751552795031
2,0,hand:mean_token_entropy,1.0,0.31948757763975155
2,0,hand:mean_token_entropy [task-rel],0.1,0.5138781055900621
2,0,hand:mean_token_entropy [task-rel],0.2,0.4577833850931677
2,0,hand:mean_token_entropy [task-rel],0.3,0.4953416149068323
2,0,hand:mean_token_entropy [task-rel],0.4,0.4872864906832298
2,0,hand:mean_token_entropy [task-rel],0.5,0.4865100931677019
2,0,hand:mean_token_entropy [task-rel],0.6,0.4857336956521739
2,0,hand:mean_token_entropy [task-rel],0.7,0.48049301242236025
2,0,hand:mean_token_entropy [task-rel],0.8,0.4828222049689441
2,0,hand:mean_token_entropy [task-rel],0.9,0.48359860248447206
2,0,hand:mean_token_entropy [task-rel],1.0,0.4746700310559006
2,0,hand:cum_max_token_entropy,0.1,0.5134899068322981
2,0,hand:cum_max_token_entropy,0.2,0.5360054347826086
2,0,hand:cum_max_token_entropy,0.3,0.5264945652173914
2,0,hand:cum_max_token_entropy,0.4,0.5424107142857143
2,0,hand:cum_max_token_entropy,0.5,0.5495923913043478
2,0,hand:cum_max_token_entropy,0.6,0.5601708074534162
2,0,hand:cum_max_token_entropy,0.7,0.593652950310559
2,0,hand:cum_max_token_entropy,0.8,0.6032608695652174
2,0,hand:cum_max_token_entropy,0.9,0.6219914596273292
2,0,hand:cum_max_token_entropy,1.0,0.6463509316770186
2,0,hand:cum_max_token_entropy [task-rel],0.1,0.45797748447204967
2,0,hand:cum_max_token_entropy [task-rel],0.2,0.47690217391304346
2,0,hand:cum_max_token_entropy [task-rel],0.3,0.4545807453416149
2,0,hand:cum_max_token_entropy [task-rel],0.4,0.46224767080745344
2,0,hand:cum_max_token_entropy [task-rel],0.5,0.468264751552795
2,0,hand:cum_max_token_entropy [task-rel],0.6,0.47855201863354035
2,0,hand:cum_max_token_entropy [task-rel],0.7,0.47379658385093165
2,0,hand:cum_max_token_entropy [task-rel],0.8,0.47408773291925466
2,0,hand:cum_max_token_entropy [task-rel],0.9,0.47923136645962733
2,0,hand:cum_max_token_entropy [task-rel],1.0,0.4796195652173913
2,0,hand:cum_mean_token_prob,0.1,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.2,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.3,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.4,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.5,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.6,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.7,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.8,0.4739906832298137
2,0,hand:cum_mean_token_prob,0.9,0.4739906832298137
2,0,hand:cum_mean_token_prob,1.0,0.4739906832298137
2,0,hand:cum_mean_token_prob [task-rel],0.1,0.4827251552795031
2,0,hand:cum_mean_token_prob [task-rel],0.2,0.46195652173913043
2,0,hand:cum_mean_token_prob [task-rel],0.3,0.5065023291925466
2,0,hand:cum_mean_token_prob [task-rel],0.4,0.5354231366459627
2,0,hand:cum_mean_token_prob [task-rel],0.5,0.5457104037267081
