fold,seed,arm,split,auroc,ap,bal_acc_05,bal_acc_cal,auroc_half,post_pre,mean_peak_fail,mean_peak_succ
0,0,A SAFE-LSTM faithful,val_seen,0.6736842105263158,0.644068333326253,0.5936204146730462,0.5765550239234449,0.573524720893142,2.096177816390991,0.8756547570228577,0.7027745246887207
0,0,A SAFE-LSTM faithful,val_unseen,0.723987723987724,0.7589246682879942,0.6047421047421048,0.5,0.6438966438966439,1.5391919612884521,0.758178174495697,0.5926072001457214
0,0,B SAFE-LSTM as-run,val_seen,0.6564593301435406,0.6445157890219202,0.5669856459330144,0.5583732057416269,0.5783094098883572,2.0529747009277344,0.8695884943008423,0.710658609867096
0,0,B SAFE-LSTM as-run,val_unseen,0.7046827046827047,0.7298197488349758,0.5733095733095733,0.5,0.6393426393426394,1.4229096174240112,0.7769654393196106,0.6288992166519165
0,0,C intra-contrastive,val_seen,0.8328548644338118,0.8472900418133503,0.765231259968102,0.7401913875598086,0.630622009569378,12.370172500610352,0.5603389143943787,0.19205248355865479
0,0,C intra-contrastive,val_unseen,0.7981387981387982,0.8471757223285068,0.7478467478467479,0.7624492624492625,0.5425205425205425,5.03451681137085,0.516428530216217,0.28418081998825073
0,0,D H&S inter+intra,val_seen,0.8730462519936204,0.8897924948611636,0.8038277511961722,0.8038277511961722,0.7023923444976077,2.1372151374816895,0.6488229036331177,0.39035114645957947
0,0,D H&S inter+intra,val_unseen,0.8393228393228394,0.876051890795338,0.7804672804672805,0.775962775962776,0.6163746163746163,1.4655745029449463,0.5991674065589905,0.4469355046749115
